invoiceNumber,organizationId,invoiceId,customerId,accountId,exchangeRate,dueDate,PaymentTermsCode,distributionChanel,totalAmount,totalAmountBase,totalTax,totalTaxBase,transactionCurrencyId,invoiceDate,postingDate,correctedInvoiceId,correctionDate,salesChannel 
239,168,568,808,336,47,2017/09/10,9,HVAC,67,67,67,20,329,2018/08/14,2017/08/20,9,1,3509f253-d16d-4688-83b8-e74d4d21714f
153,94,264,556,823,60,2017/12/19,5,Brickmason,16,16,16,39,399,2015/06/15,2016/09/22,5,0,cf93e1ee-a797-4f15-930e-59f1f338877b
126,819,213,85,424,44,2018/04/10,5,Stucco Mason,95,95,95,27,993,2017/08/10,2015/10/31,5,1,a6ead0a0-2db2-4607-abd5-0a6f6d5c9deb
339,81,801,784,874,28,2016/08/25,5,Plasterers,35,35,35,28,648,2017/10/30,2015/09/12,5,1,7da235ab-5316-409f-9e4b-800f82af2640
337,807,98,671,48,15,2016/09/06,1,Cement Mason,55,55,55,25,643,2017/05/10,2018/01/25,1,0,70203884-6e13-4a29-a803-ab80a0e52301
767,987,465,936,712,54,2018/09/20,9,Ironworker,56,56,56,35,376,2018/09/07,2017/09/01,9,0,7e8e33fb-8e73-4613-b826-1a806a3c0d28
211,919,339,127,703,2,2018/01/14,9,Stucco Mason,37,37,37,5,201,2017/07/02,2015/06/24,9,0,96011521-140b-479e-8970-ee8cf55e341b
842,279,448,750,699,44,2018/08/14,1,Electrician,35,35,35,9,684,2016/11/01,2016/01/18,1,1,17862d6f-8562-489b-9d4b-c09277175d79
788,129,379,385,587,67,2018/12/18,0,Refridgeration,76,76,76,44,878,2016/06/29,2016/07/05,0,0,cded7dbf-77f0-406d-99a6-158edade93b5
606,599,100,799,617,78,2018/09/15,0,Ironworker,70,70,70,40,372,2017/08/02,2016/01/03,0,1,2a5aeb6d-b78c-4af7-921d-dab6abcdfe1d
214,792,647,283,841,4,2018/09/26,7,Safety Officer,85,85,85,23,168,2015/09/30,2018/04/07,7,1,e4dc1f86-141d-41b6-b1b3-d593cf368902
273,959,845,111,145,26,2018/08/09,1,Sheet Metal Worker,91,91,91,7,297,2015/09/01,2015/03/04,1,1,3407cea0-f302-46fa-a5fc-c08b05abda5b
604,770,934,186,469,98,2016/04/03,6,Ironworker,49,49,49,9,647,2018/09/01,2016/08/21,6,0,e91426fd-4d66-4ebb-b0c1-a0c9d1f422a2
764,726,637,460,404,81,2018/03/08,0,HVAC,70,70,70,23,119,2015/04/13,2017/04/08,0,0,96e17eff-46f4-4ef0-9d93-12a82b3e6bba
269,226,860,53,672,16,2017/05/18,8,Linemen,19,19,19,20,96,2016/02/20,2016/02/11,8,1,e92024a7-d553-49b3-964d-0fcfe5f81b73
925,664,396,117,648,78,2016/01/13,7,Stucco Mason,80,80,80,1,689,2016/04/15,2017/02/15,7,0,dd5ed5ff-fe44-4960-9b43-84fff7592787
444,537,744,55,262,19,2016/10/14,8,Tile Setter,69,69,69,48,462,2016/08/27,2018/07/02,8,1,93b8c9df-f892-4b2a-a320-6932bc8e6d10
724,512,139,433,355,58,2016/11/23,1,Glazier,59,59,59,49,720,2017/07/30,2018/05/03,1,1,acaed523-9a2d-4244-83f5-87544de5529a
314,960,196,686,383,44,2017/12/09,5,Painter,34,34,34,32,711,2016/01/30,2015/03/18,5,0,a59474c1-723d-4d6e-8dbd-bcb5cb1868e3
554,89,945,457,692,46,2017/07/31,4,Waterproofer,23,23,23,35,161,2018/04/23,2018/07/07,4,1,04df8d8d-6c7e-46fd-b5ae-84fa9d786d27
395,276,667,602,44,41,2017/11/06,9,Waterproofer,1,1,1,16,409,2016/01/04,2017/03/26,9,0,1feb5b4d-5f72-47b7-9a89-cf5a9d52c8b1
736,41,517,840,485,11,2018/02/25,1,Ironworker,27,27,27,3,49,2016/06/27,2015/10/06,1,0,cd7fdec8-a2ed-4dce-9f8c-b10456adde69
868,945,58,196,821,37,2016/07/25,4,Landscaper,99,99,99,32,626,2016/08/23,2017/01/22,4,1,10fcb8a5-379d-484a-a699-321d3dc89b17
595,864,365,821,654,27,2018/07/07,8,Boilermaker,5,5,5,28,90,2015/04/03,2016/04/21,8,1,8b7645aa-7470-4e43-a751-0a953ea6da2c
8,362,582,359,684,1,2018/07/13,6,Refridgeration,57,57,57,47,493,2018/03/25,2015/09/15,6,1,2e30c869-a965-43bc-b29a-1aba096f8f1b
755,308,73,254,768,15,2016/04/19,6,Terrazzo,6,6,6,19,927,2017/04/25,2015/04/03,6,1,3a86b5a6-5d12-4f20-8a43-d591a721649d
681,396,486,497,186,14,2017/01/08,5,Painter,78,78,78,39,490,2016/04/12,2017/07/28,5,0,c896778c-ae40-49d0-8dc4-616e242a8d1d
660,174,252,896,346,33,2018/03/29,4,Concrete Finisher,96,96,96,18,606,2015/01/14,2017/08/02,4,0,a4b6cceb-5660-42f0-ae4d-f54aa9463fe9
598,604,424,33,292,80,2017/11/26,8,Landscaper,41,41,41,29,497,2016/11/04,2017/05/06,8,1,6ef19471-b895-479b-8506-18162656d977
60,48,468,120,985,63,2016/01/07,8,Linemen,34,34,34,41,864,2017/10/30,2015/10/21,8,1,687612c1-3310-4906-aefd-1e12b9083fb1
755,516,652,186,371,75,2018/05/08,5,Electrician,39,39,39,3,478,2016/04/30,2015/06/11,5,0,0c7604ff-d685-49fe-a6ac-ee9d51fa095d
72,634,263,492,350,28,2017/07/14,5,Brickmason,14,14,14,3,79,2018/08/11,2016/12/31,5,0,77fb810c-7a03-47e2-8871-0ed6f3c0e097
950,986,768,995,69,3,2017/05/08,1,Landscaper,25,25,25,13,329,2016/08/27,2017/11/07,1,1,83f3e472-5042-464b-a80e-2707a4b77556
306,216,242,742,536,69,2017/09/02,4,Carpenter,41,41,41,50,231,2018/02/03,2018/04/07,4,0,7813c363-79d5-4714-b122-9391dc75ede7
856,1,600,600,706,85,2016/11/21,7,Welder,47,47,47,34,969,2015/11/26,2018/07/07,7,0,e8cfaa5f-a062-498b-8c2c-d923964dc9fb
665,662,420,915,689,100,2017/08/05,7,HVAC,25,25,25,48,890,2015/11/21,2016/10/12,7,0,565f899b-6dea-4158-867a-8aa39c0f1951
224,847,186,595,985,51,2016/04/04,5,Sheet Metal Worker,21,21,21,44,640,2015/03/21,2016/08/01,5,0,1fc2d3b1-5ebb-4090-8198-b6e54ced2b56
954,287,276,685,693,73,2016/04/08,3,Equipment Operator,29,29,29,35,787,2015/02/03,2017/06/06,3,1,c89ded24-9fe2-4a24-ac6b-8f436000241b
579,255,21,805,507,39,2018/05/24,1,Boilermaker,48,48,48,11,757,2016/07/13,2015/03/30,1,0,206fc678-d93e-4886-aa63-ecd3a3370c6e
117,45,297,671,777,49,2016/07/23,3,Millwright,26,26,26,9,851,2016/06/22,2016/06/28,3,0,93100919-6d69-420e-bb7e-245d633c9612
611,821,806,795,424,18,2017/11/13,3,Terrazzo,52,52,52,24,679,2017/09/19,2016/02/23,3,0,9b512ee4-cc66-4ba4-8331-ffce4cc9ce02
606,223,586,783,571,42,2018/08/28,2,Waterproofer,43,43,43,2,804,2016/04/23,2018/06/10,2,1,23ad156f-db92-4a62-b3fe-dd4c7708649c
617,400,367,25,875,40,2018/10/14,4,Equipment Operator,95,95,95,18,697,2017/02/04,2018/07/13,4,1,561d9505-849f-4401-adbf-f8d34dfdaf63
803,248,118,922,56,47,2018/10/10,0,Millwright,1,1,1,4,678,2016/12/24,2017/12/15,0,1,f42341d6-adab-475c-9884-2ea0e76a8c42
579,719,958,793,417,14,2018/02/17,5,Tile Setter,91,91,91,8,579,2017/04/17,2015/04/27,5,0,191b29c4-1d74-498c-8091-222077ef180b
763,214,874,962,918,13,2017/01/22,4,Welder,21,21,21,21,731,2015/05/22,2017/01/26,4,1,2f8365a5-edca-4336-9f6e-7d24dfb275e8
498,358,950,550,484,34,2017/10/04,9,Carpenter,71,71,71,14,992,2016/10/07,2018/01/03,9,0,c3c184c0-eaf9-464d-adcc-0171d4196d6f
467,136,853,919,371,8,2016/05/24,1,Cement Mason,53,53,53,39,332,2015/01/30,2017/12/19,1,0,f99ee752-4be5-484c-9f6f-24ec1fad98ed
74,639,556,53,366,56,2016/11/29,4,HVAC,94,94,94,29,931,2018/03/12,2017/06/11,4,0,b467c0a6-06d4-4cd4-803e-3f44d0179b97
927,618,146,985,292,43,2016/10/02,3,Boilermaker,55,55,55,37,494,2017/05/30,2015/08/23,3,0,df0e1753-0b72-48f8-8e9c-252ee7fa8745
173,843,863,941,934,44,2017/09/10,8,Equipment Operator,86,86,86,41,874,2015/05/14,2017/12/08,8,0,28ce2297-3bef-4a03-b061-9500edd5000e
620,423,456,840,848,55,2017/11/14,1,Millwright,61,61,61,28,334,2015/08/22,2016/12/09,1,0,128f02eb-6aca-413a-9b39-fe3e1a39730a
202,662,815,446,689,91,2018/07/07,3,Boilermaker,84,84,84,1,52,2018/01/09,2017/03/22,3,1,f8a5d5e1-9908-46ea-917b-aab9eb078900
988,911,411,221,404,89,2018/08/10,3,Glazier,75,75,75,43,519,2015/10/31,2015/02/26,3,1,6dce7001-f16b-4e33-89b7-ca9b3e8158ef
161,141,127,675,476,68,2016/08/23,6,Laborer,24,24,24,21,606,2015/06/08,2018/05/08,6,1,57d7eef4-ed9d-47c3-9ae7-b14ee933c9c8
274,867,100,142,678,38,2018/04/17,7,HVAC,24,24,24,38,602,2017/09/15,2017/02/08,7,1,1bb309ba-5ed4-4018-8e1b-0a51850b65a7
822,165,762,214,874,54,2017/09/11,8,Electrician,64,64,64,50,420,2016/08/12,2018/09/11,8,1,00005815-ca24-47a0-84cb-815739ad33c3
112,943,195,654,45,65,2017/03/04,6,Glazier,26,26,26,4,287,2015/10/03,2015/11/28,6,1,445406b9-c55a-4c24-a949-4c929dfb969c
929,669,677,180,503,50,2016/12/20,3,Refridgeration,21,21,21,39,22,2017/06/04,2017/12/29,3,0,70794f68-16ba-4718-a83b-f79196cda75f
944,925,545,190,922,80,2018/09/17,2,Boilermaker,94,94,94,35,310,2017/02/12,2017/02/21,2,1,9813c4e0-1145-48d6-9e09-818a6ad158f0
687,849,308,640,928,83,2017/11/21,1,Plasterers,34,34,34,7,474,2016/11/19,2018/02/05,1,0,98465c09-b034-400d-abff-f984f505b5cc
873,718,948,395,320,26,2017/06/03,2,Pipelayer,54,54,54,30,241,2015/01/09,2018/03/23,2,1,204b6523-ee75-4530-b9d5-c863153e393a
654,164,841,874,43,70,2017/05/07,7,Tile Setter,70,70,70,17,447,2017/03/22,2016/06/13,7,1,f06f6c2b-4a11-4379-87c4-a29c87ba47a5
242,133,231,723,535,63,2017/08/23,0,Pipelayer,4,4,4,38,318,2015/12/08,2015/02/23,0,1,1d729290-5d35-4330-8743-763245fd3a98
262,156,498,159,349,78,2018/08/14,8,Sheet Metal Worker,13,13,13,18,966,2015/04/26,2016/01/06,8,1,dc36822c-d788-4cc5-b2c5-fb4c0100ce59
703,614,525,652,206,49,2017/12/26,5,Refridgeration,43,43,43,23,764,2017/04/01,2016/04/22,5,1,1830a7ca-cf3b-4901-b476-2a5ca110b4e5
788,451,566,952,220,82,2018/08/15,8,Equipment Operator,75,75,75,41,899,2018/05/09,2018/05/04,8,0,0b172392-c981-4d1c-8d75-5b98965bcbd1
177,205,698,363,823,99,2018/10/06,5,Tile Setter,48,48,48,47,823,2015/03/20,2016/07/13,5,0,94faeb89-544d-4034-b70e-8eb520b39505
609,924,352,210,931,49,2017/05/31,4,Concrete Finisher,77,77,77,10,84,2018/08/29,2017/11/01,4,0,51258e7d-32c2-4643-aace-87fa750d0444
493,85,354,474,694,38,2018/09/23,9,Equipment Operator,5,5,5,41,893,2018/06/08,2015/09/06,9,1,7210e3b7-d900-41af-a7b8-fd61e217a932
580,212,16,356,499,80,2018/12/19,2,Landscaper,13,13,13,11,300,2016/05/19,2017/12/19,2,1,37c0230b-adb1-4dde-beea-72a018b62413
761,583,527,344,676,73,2017/01/27,9,Painter,12,12,12,39,798,2016/12/31,2017/04/21,9,0,3bc22d97-6f39-429a-9850-d09957713f54
395,303,41,593,765,75,2017/02/21,1,Plasterers,58,58,58,25,137,2015/07/25,2016/06/15,1,1,3970b059-bf22-4cb4-be3c-19430d372789
112,423,489,398,117,52,2017/02/16,9,Boilermaker,63,63,63,11,19,2017/04/12,2015/01/14,9,0,debc770c-6a35-4931-8a78-6f923a0eeabd
459,351,482,152,72,9,2016/08/14,3,Landscaper,43,43,43,3,80,2017/09/28,2018/08/14,3,0,8f65eb7a-cdaa-4c0e-a873-2ad50f60fb22
331,705,192,340,685,81,2016/10/26,0,Landscaper,51,51,51,11,813,2016/08/19,2016/06/19,0,1,2b95c1a8-0bfd-454c-a0bc-a23c5b613dec
204,678,789,395,275,46,2016/10/04,7,HVAC,18,18,18,35,458,2017/05/07,2017/07/07,7,0,fae954ee-2bf7-40ae-940c-1515252d586e
826,829,802,384,632,24,2018/11/07,2,Concrete Finisher,6,6,6,1,377,2016/03/19,2017/12/22,2,1,50434823-f39e-4759-a556-b8a908c99746
854,389,849,606,790,69,2017/10/28,9,Tile Setter,76,76,76,2,100,2015/06/17,2018/03/24,9,1,29c038a3-5772-423f-9ad5-d04efd2fa8a5
636,839,802,246,549,5,2016/06/09,4,Millwright,70,70,70,39,441,2015/02/06,2017/04/09,4,1,214bcd0a-eab8-4746-b8b2-a6f660730a7a
740,707,915,801,735,82,2017/05/19,4,Refridgeration,15,15,15,43,299,2017/02/02,2015/04/23,4,1,e28f38a5-3fa4-407a-a1c2-4b83f32e6b27
783,53,615,198,849,58,2017/09/30,0,Tile Setter,75,75,75,37,976,2018/05/19,2018/05/11,0,1,5a03e2cc-5137-4c01-818f-c495b36851c2
339,705,418,754,981,42,2018/11/19,0,Tile Setter,27,27,27,36,424,2016/03/24,2017/07/17,0,0,2d2d6628-de29-4dbc-9682-8d909c7d25ca
390,542,383,113,733,96,2016/02/26,4,Cement Mason,97,97,97,2,173,2017/03/21,2018/05/24,4,0,af02d970-dec1-4b03-957d-44044d487f63
772,427,763,260,458,8,2017/03/04,4,Pipelayer,86,86,86,4,998,2015/10/02,2017/08/06,4,1,c63d54a3-5ecb-4a38-a3be-906f6582095d
547,23,552,8,253,96,2016/03/19,3,Welder,99,99,99,20,110,2018/02/08,2016/08/20,3,1,8548ffb7-c678-4799-8ffc-820fba95a150
106,77,4,155,472,88,2016/07/11,6,Plumber,76,76,76,20,150,2017/11/12,2015/03/08,6,0,7cda03dd-0eaa-48a1-8d78-26102372160b
211,671,576,292,216,91,2018/01/04,7,Glazier,17,17,17,2,952,2017/05/12,2017/08/09,7,1,055ecaff-9767-4874-87c3-5d451ef0b44e
332,704,901,802,163,15,2016/05/02,5,Sheet Metal Worker,34,34,34,6,230,2018/05/30,2015/08/02,5,0,e519bd19-67b8-470a-9930-047c66cb233c
476,720,783,711,744,23,2017/06/03,9,Boilermaker,92,92,92,43,808,2017/06/02,2015/08/19,9,1,650447df-74f0-40a7-838c-10372b6c7a4d
913,553,352,158,69,20,2016/06/20,9,Refridgeration,45,45,45,45,210,2015/08/20,2017/02/18,9,1,c1e0326d-d73c-44c9-a40d-8b035d36ea7c
447,131,325,952,982,24,2016/04/06,9,Plumber,68,68,68,35,124,2016/08/11,2016/12/04,9,0,3307c2ea-51af-450a-b605-9c0ba2236d79
825,391,868,66,256,85,2018/11/27,6,Glazier,79,79,79,7,956,2017/12/21,2016/09/27,6,0,4565d08d-bde4-4209-b299-7713988ba521
317,648,346,871,256,78,2017/01/05,5,Stucco Mason,49,49,49,28,253,2017/03/11,2017/11/27,5,0,a491a95a-86e2-4a4b-bf08-d412ac2d5e54
720,407,929,150,887,67,2018/11/28,2,Tile Setter,34,34,34,45,701,2015/12/13,2015/06/19,2,1,cf97cf3f-1ccb-4fd7-b8b2-3258b0819129
604,961,39,583,667,54,2016/03/18,5,Tile Setter,58,58,58,44,546,2018/06/27,2018/01/12,5,0,b50edb74-2504-4b85-b0ef-33951ef672ba
547,668,855,742,121,71,2017/02/12,3,Pipefitter,73,73,73,44,66,2017/10/20,2018/05/03,3,1,244fd993-b52f-4521-ae23-1962683e8768
365,353,213,259,371,12,2016/01/03,3,Waterproofer,78,78,78,43,932,2018/03/05,2015/03/08,3,0,06ccb47f-e792-4686-8219-afe81032dee2
163,676,873,826,992,77,2016/12/19,0,Brickmason,51,51,51,47,541,2017/01/16,2018/04/13,0,0,abd2ead0-b5a9-44b8-990f-f341d78329fa
721,850,242,584,128,35,2016/01/08,1,Millwright,17,17,17,47,145,2017/03/25,2015/08/22,1,1,63a473c7-bec5-4c72-8b79-3243d9b1eb5c
173,354,101,431,300,34,2017/04/11,5,Welder,81,81,81,43,39,2015/05/30,2017/01/23,5,1,9f8e4b83-0225-4981-9619-31e6a83cfbc8
248,233,34,526,923,9,2018/10/17,2,Pipefitter,36,36,36,48,109,2018/06/18,2015/10/03,2,1,624b4b8e-0c8d-42ea-9d0b-1c5ac63d42da
528,23,765,477,762,86,2018/08/23,9,Boilermaker,94,94,94,29,204,2016/03/14,2015/03/29,9,1,47a73c4f-dbdc-45f7-94f8-c76d998fbbdd
149,929,935,7,919,81,2018/11/13,1,Landscaper,77,77,77,16,95,2015/12/05,2015/11/19,1,0,beed4df9-85c3-492f-99cf-21536acc8218
435,162,463,806,949,32,2016/10/18,1,Painter,100,100,100,38,380,2018/08/22,2015/11/16,1,0,785a8073-a2a3-4900-9089-a69a66b9bee6
234,362,502,574,393,47,2016/04/26,5,HVAC,17,17,17,27,568,2018/04/05,2015/03/20,5,1,112402d4-209e-459b-82f1-83871b360dde
689,153,693,999,864,62,2016/05/06,2,Linemen,86,86,86,33,840,2015/11/18,2018/02/13,2,0,776c0742-9019-4ecc-af63-a2c41544dbc5
180,683,522,922,48,62,2018/01/21,0,Landscaper,84,84,84,10,900,2018/03/26,2016/11/13,0,1,6533a313-1089-4669-987b-dfa2e7226aba
131,601,382,97,233,10,2016/04/05,7,Landscaper,26,26,26,39,717,2017/03/30,2018/04/15,7,0,d3b55e7a-394f-4afe-bc2a-58d6c8bbd79e
170,861,890,395,264,2,2018/04/01,4,Refridgeration,83,83,83,37,545,2015/08/18,2018/02/01,4,0,9767e799-7a0c-4695-bff8-0db7a5caa3b8
314,157,896,220,261,29,2016/01/15,3,Concrete Finisher,81,81,81,7,835,2017/06/11,2016/11/20,3,1,1c84c8ef-1645-4a0f-89eb-a103c5d056ba
566,708,253,484,480,6,2016/09/01,4,Tile Setter,17,17,17,9,228,2016/12/18,2015/02/18,4,1,0703daf9-77f4-4ad0-891b-ab3fae11d6bc
563,413,91,846,62,89,2018/10/16,4,Electrician,96,96,96,45,860,2017/04/27,2017/09/25,4,0,d2bb16d2-c4f8-439f-8f14-c978bc16677a
992,566,486,454,739,53,2018/11/02,3,Carpenter,83,83,83,50,262,2018/06/04,2018/02/24,3,1,3103456d-9a85-47a4-a649-ae6ad4cea395
797,953,302,566,898,88,2017/04/09,2,Pipefitter,57,57,57,6,560,2016/11/01,2015/12/26,2,0,e55c8f87-0822-4694-aff5-98ff90e10bc5
568,901,425,284,772,81,2017/03/26,9,Concrete Finisher,77,77,77,7,58,2018/06/15,2018/07/11,9,1,e4164a9a-4958-4436-982b-e1c33d2411c0
83,32,628,890,814,46,2017/09/08,2,Tile Setter,30,30,30,14,951,2016/04/10,2017/02/10,2,1,8b37be0d-9129-476d-814f-5d5668877c0c
535,163,974,296,663,60,2016/02/11,1,Waterproofer,94,94,94,32,163,2018/03/09,2017/08/12,1,1,3ec4f747-d00e-4776-8071-08a4934ebc28
499,778,667,235,375,100,2017/06/24,2,Painter,57,57,57,34,663,2015/06/24,2016/11/26,2,1,28b6a5d7-1e8f-4911-afd6-285187d29e4f
213,137,733,992,284,71,2018/09/18,7,Sheet Metal Worker,44,44,44,48,648,2016/03/20,2018/05/06,7,1,a469011c-69ac-4734-9b2a-0801ac7d3c83
499,524,792,282,911,98,2016/12/30,2,Landscaper,87,87,87,4,590,2015/04/14,2017/12/15,2,1,28c15c2d-b290-478b-ba03-6b0d092f3bfd
821,357,467,5,377,92,2018/07/17,2,Stucco Mason,88,88,88,33,451,2016/09/03,2015/06/26,2,0,012462f5-9fdd-41d9-8eac-a844750f96fc
137,486,991,20,303,50,2018/10/02,8,Terrazzo,8,8,8,9,270,2015/05/06,2018/02/12,8,0,9bb8267b-c9ba-482e-a5de-be342661579f
524,901,355,96,539,40,2018/09/16,5,Glazier,15,15,15,48,90,2018/05/13,2015/07/01,5,1,b0d8263f-cc4f-450a-a915-003fcf23220a
260,94,267,886,811,31,2017/08/05,5,Landscaper,95,95,95,42,23,2016/05/30,2017/06/08,5,1,7668adae-7251-4cdb-84fa-8f58e9247bcd
595,408,974,532,611,17,2017/12/13,3,Boilermaker,90,90,90,8,959,2015/11/05,2017/12/23,3,0,6762a6e7-39b6-4806-bed0-b839cfa825fa
953,451,580,868,210,19,2018/02/21,9,Carpenter,99,99,99,5,892,2017/10/15,2018/02/06,9,1,9e9077bb-fb64-4a05-8a5b-334dbd036e3a
98,131,135,758,964,94,2018/03/25,4,Millwright,12,12,12,3,279,2015/06/26,2015/03/17,4,1,a294cd6c-df7c-48c6-b7b4-f3308d2fd312
96,375,385,221,1000,14,2018/12/27,5,Carpenter,74,74,74,16,305,2017/03/04,2015/09/21,5,0,13c53b8f-8291-4653-bea5-bb465dfb9254
656,460,514,907,706,95,2017/02/24,8,Sheet Metal Worker,44,44,44,38,991,2015/05/21,2015/05/28,8,1,9116e2f6-e1b3-4316-9b93-def839b96b55
747,437,88,248,452,92,2016/05/02,3,Safety Officer,7,7,7,48,311,2018/06/21,2015/07/01,3,0,c6289d27-c2cf-4049-bdad-f2826f010cd8
297,796,704,364,501,64,2016/08/21,9,Boilermaker,25,25,25,11,464,2015/06/18,2016/02/18,9,1,10b9409b-bcf2-4809-8aa9-834a396db956
715,68,198,964,735,53,2018/12/18,9,Boilermaker,48,48,48,50,4,2018/03/20,2017/01/31,9,1,2f1f73bd-1c97-4fb2-8664-d89d84d07f7b
344,141,726,462,385,55,2018/12/18,6,Boilermaker,29,29,29,13,579,2017/11/13,2017/01/28,6,0,d34a36cc-8da4-4f51-ad96-468446adc496
14,923,695,857,94,5,2018/05/08,5,Terrazzo,57,57,57,36,582,2015/11/07,2017/07/11,5,0,73f74a6b-32f2-4445-9bd9-3ac6c79be8f3
867,468,641,24,526,62,2016/06/11,5,Electrician,52,52,52,15,438,2016/06/02,2017/08/23,5,1,b9aa955f-c7e1-42da-9b05-19c806291a74
732,108,143,67,624,93,2017/09/11,0,Tile Setter,70,70,70,38,603,2018/08/21,2017/11/02,0,1,cb73cb52-7c7f-4715-910f-49fbca9505a2
427,694,558,244,421,81,2018/03/31,9,Sheet Metal Worker,25,25,25,42,903,2015/04/01,2016/09/23,9,0,61575e21-221f-46b6-ac17-c5f7a5a2e694
168,948,471,849,709,2,2016/03/05,1,Glazier,68,68,68,1,413,2015/04/09,2016/06/22,1,1,121bfc7a-bbea-47f8-901a-8fd7443a0a66
580,36,657,400,824,42,2017/11/11,8,Pipefitter,8,8,8,32,129,2015/10/07,2017/02/19,8,0,3c00c042-e413-4131-af3d-f1a5838774d7
564,200,254,284,838,40,2016/02/28,0,Waterproofer,82,82,82,38,606,2018/06/08,2016/07/03,0,0,e2eb29ed-5a10-44fd-b9b4-ce918df32c91
665,688,615,678,777,7,2017/01/28,5,Terrazzo,21,21,21,8,456,2017/09/30,2015/03/01,5,0,0073d19c-0c11-4771-83b4-de983d8457a6
814,473,310,934,619,32,2016/06/12,6,Electrician,85,85,85,14,299,2016/06/01,2015/07/07,6,1,f685c324-8257-4abf-b234-7d208fed05d5
110,868,24,225,495,98,2018/11/22,6,Plumber,35,35,35,45,312,2018/04/28,2017/09/26,6,1,afd74907-f270-4e78-a44e-19459c998790
948,830,49,698,681,34,2016/12/10,8,Electrician,58,58,58,10,771,2015/01/22,2015/05/16,8,0,72836125-7d57-4aa1-a16e-319b6967a346
975,587,984,881,371,21,2016/08/07,3,Tile Setter,41,41,41,47,25,2017/06/06,2018/01/25,3,0,529db5e9-f8d8-42ec-8541-9896c01f378a
735,53,830,587,531,56,2017/04/20,8,Equipment Operator,70,70,70,12,487,2015/04/12,2015/01/04,8,0,ac465914-4289-4c62-b42b-9b4cc203262c
735,107,678,799,576,15,2017/06/20,3,Painter,55,55,55,34,326,2017/10/13,2015/09/22,3,1,19e9df83-4012-465e-824e-70d686e367d2
647,549,228,711,533,39,2018/01/18,8,Laborer,85,85,85,22,905,2015/12/07,2015/02/13,8,0,f4a16e6d-24ec-4c1e-b864-8e3884417ba1
665,500,130,638,600,89,2016/08/31,6,Plasterers,44,44,44,43,20,2016/04/28,2017/01/23,6,1,282cbbe3-1f70-4590-921d-c2786a0e4894
359,577,24,73,426,26,2018/05/27,7,Boilermaker,86,86,86,41,151,2015/10/30,2018/07/04,7,0,8a2a0e53-33f9-4630-a939-019936076189
36,788,845,149,216,87,2017/01/31,9,Refridgeration,36,36,36,39,972,2015/10/11,2017/04/05,9,0,355c5cdc-4a38-4900-8a59-4a208fe021e2
584,746,192,655,629,47,2017/10/21,2,Painter,73,73,73,20,443,2016/02/03,2016/11/28,2,0,ad5b4bb5-9ed3-4712-8022-0935e04b7cbf
456,469,491,699,928,50,2016/02/05,3,Laborer,24,24,24,6,481,2018/05/16,2016/12/28,3,1,cc6ec696-a410-4ba3-8689-b86ead602ed1
642,964,787,303,272,5,2017/11/10,3,Plumber,6,6,6,14,750,2016/06/14,2016/12/23,3,0,f396cf3b-ea4a-4256-86e0-e8efa4733245
282,662,37,477,759,76,2017/05/25,0,Electrician,29,29,29,4,93,2017/08/24,2017/11/06,0,1,88fb1eee-e60d-49e4-a088-e9ede9550b3c
671,495,115,56,212,48,2017/07/30,3,Pipelayer,44,44,44,43,28,2016/12/03,2018/07/30,3,1,326344b4-96a9-44b9-8fee-ad457bc938b3
323,329,775,561,282,15,2016/09/09,4,Concrete Finisher,68,68,68,37,463,2017/01/11,2016/08/17,4,1,18bcaa7e-650c-4caa-8493-3a45fdd01796
405,459,759,629,538,6,2018/08/11,8,Plumber,32,32,32,6,742,2015/06/13,2017/09/09,8,1,9283bebd-28ce-4c11-9127-44726d6e013c
830,471,712,77,643,39,2017/01/05,1,Ironworker,5,5,5,47,263,2016/07/11,2017/12/01,1,1,c3c33a46-38d7-4236-8011-c3651da35f6a
775,574,582,311,844,85,2018/12/31,2,Pipelayer,72,72,72,2,203,2017/05/05,2017/10/12,2,0,9bfc6b73-6579-4976-9c18-55d9f2d239f4
607,759,826,492,847,20,2017/01/21,3,Terrazzo,43,43,43,48,908,2015/06/17,2015/06/08,3,0,58d21723-905e-421d-bfc3-a3f81fe31c32
341,478,501,420,664,44,2017/05/07,2,Refridgeration,43,43,43,10,540,2016/09/24,2017/06/09,2,0,415ff27b-13aa-4f64-a0b3-8ad12f23b890
42,871,56,599,416,54,2017/12/07,9,Welder,61,61,61,12,227,2018/07/13,2015/02/15,9,0,d7088637-1e64-477c-a5c1-bc1360758d07
981,750,65,841,939,6,2018/01/19,2,Equipment Operator,43,43,43,28,293,2015/10/10,2016/06/04,2,1,8a6dc517-a6d1-4884-b9b9-40b4fc9a8432
166,24,795,491,643,40,2017/06/09,7,Tile Setter,37,37,37,46,539,2017/09/21,2017/12/19,7,0,43d5b94d-6f4b-41c1-9ff3-47bf2e78458a
277,925,16,562,520,77,2016/05/13,5,Tile Setter,65,65,65,48,737,2017/11/01,2018/05/06,5,0,9cc54fc7-bcd8-460a-9337-7c6a7054c169
731,79,884,306,51,5,2018/04/05,4,Ironworker,82,82,82,32,360,2017/10/07,2018/01/31,4,1,2879ea25-e8b6-4501-9f1c-d9fc04324caf
