invoiceDetailId,baseAmount,baseAmountBase,description,invoiceId,lineItemNumber,productId,quantity,uoMid,SalesOrderId,SalesOrderDetailId,pricePerUnit,pricePerUnitBase,tax,taxBase
912,58,50,"Advrs effect of unsp drugs aff the autonm nrv sys, sequela",111,104615,307,13,Requiem,6425,5865,$1738.18,$177.41,$26.78,$20.65
131,35,49,Monoplg upr lmb fol oth cerebvasc disease aff left dom side,848,112597,716,74,Manon of the Spring,2551,7560,$4174.93,$958.72,$27.15,$20.78
515,25,3,"Other cyst of bone, right hand",1,198549,77,97,Thor,5660,9455,$3086.76,$246.31,$45.16,$15.75
706,35,33,"Unsp mtrcy rider inj pick-up truck, pk-up/van in traf, init",819,190919,187,11,Brute (Bandyta),8426,10797,$3164.08,$817.38,$44.47,$1.13
896,72,45,"Other infective bursitis, unspecified wrist",320,140241,114,96,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira),5155,10547,$2051.01,$862.24,$25.22,$7.73
96,25,27,"Contusion of right foot, initial encounter",243,258227,955,39,"Killing Floor, The",4625,2296,$4331.00,$972.29,$36.29,$5.16
210,79,12,"Unspecified injury of pelvis, sequela",346,108426,612,68,Chinese Take-Out (Chinese Take-Away) (Un cuento chino),7251,6673,$4241.02,$939.28,$27.17,$19.56
389,54,9,Assault by other larger firearm discharge,334,219779,980,47,Trailer Park Boys,8697,4591,$1556.61,$273.49,$33.94,$13.49
951,59,43,"Burn of first degree of unspecified thigh, sequela",585,263340,841,39,Monster-in-Law,7208,3693,$1185.67,$287.62,$30.88,$3.37
728,13,37,"Oth fx shaft of r tibia, 7thH",104,190997,963,14,Quills,10848,7443,$2523.80,$866.52,$32.16,$15.89
741,52,18,Skeletal muscle relaxants,987,456237,383,51,Picnic on the Grass (Le déjeuner sur l'herbe),8580,9488,$3767.61,$656.61,$43.41,$4.37
679,61,3,"Sltr-haris Type II physeal fx phalanx of right toe, 7thP",524,175412,482,45,These Three,6826,3611,$3424.99,$669.95,$49.76,$18.70
282,84,45,"Laceration of musc/fasc/tend prt biceps, left arm, init",297,215479,887,62,Zatoichi the Outlaw (Zatôichi rôyaburi) (Zatôichi 16),3655,10444,$1102.29,$5.37,$31.91,$9.13
271,64,44,"Anterior disloc of proximal end of tibia, unsp knee, init",776,261491,519,31,Eros (Men and Women) (Noite Vazia),2877,8564,$2030.84,$932.88,$25.37,$12.00
52,4,8,Other osteomyelitis,844,241805,540,75,The Ghost Story of Oiwa's Spirit,2719,6378,$3614.84,$499.39,$28.57,$11.41
609,73,3,Legal intervention involving injury by handgun,703,251604,562,18,In the City (En la ciudad),8858,9563,$2834.82,$682.01,$28.49,$7.97
429,60,29,"Poisoning by unsp hormones and synthetic sub, undet, subs",634,497719,344,58,House of Sand and Fog,2775,9383,$4196.43,$418.10,$40.43,$7.44
29,79,41,"Torus fx lower end of left tibia, subs for fx w nonunion",705,388430,748,15,Sasayaki (a.k.a. Moonlight Whispers) (Gekkô no sasayaki),6660,10799,$3653.88,$311.62,$26.64,$1.17
956,52,50,Asymptomatic varicose veins of left lower extremity,941,266410,454,32,Nothing But the Night,1484,4783,$4326.86,$161.15,$42.82,$8.10
260,83,28,Sltr-haris Type III physeal fracture of upper end of humerus,418,351705,951,29,Moon Man,10623,8072,$1070.28,$614.94,$28.89,$20.44
846,66,13,"Poisoning by expectorants, accidental (unintentional)",781,335033,146,56,Going Ape!,10073,9142,$4483.80,$322.79,$44.37,$6.32
505,58,31,Fracture of unspecified phalanx of right little finger,156,314593,912,11,Zorba the Greek (Alexis Zorbas),8334,4101,$4833.06,$67.17,$31.27,$5.10
951,48,21,Subsequent STEMI of inferior wall,709,413077,225,64,Jay and Silent Bob Go Down Under,9713,1591,$4011.30,$926.50,$47.78,$17.03
827,13,21,"Displaced oblique fracture of shaft of left fibula, sequela",333,117440,537,12,"Football Factory, The",10728,2113,$4366.53,$423.25,$47.55,$6.84
116,28,38,"Displ transverse fx shaft of r ulna, 7thC",178,319903,605,50,Tiny Toon Adventures: How I Spent My Vacation,4980,7992,$2540.97,$669.90,$31.98,$11.60
417,57,27,Waldenstrom macroglobulinemia,87,142413,629,20,Deepstar Six,1771,3978,$3895.53,$444.44,$48.78,$4.01
612,72,39,Acute embolism and thrombosis of superfic vn unsp up extrem,705,111027,146,67,Walk the Line,4803,3145,$4061.23,$241.40,$36.17,$3.75
890,39,5,Posterior subluxation of right radial head,457,225526,718,66,Confessions of a Pop Performer,7839,9549,$2784.05,$10.14,$30.04,$5.14
136,11,14,"Assault by pushing from high place, initial encounter",677,488653,799,5,"Nightmare on Elm Street, A",5924,9341,$1244.31,$490.31,$32.40,$6.95
105,25,19,Striking against diving board,757,428449,422,12,Eye of the Needle,7529,9340,$1939.42,$464.79,$26.56,$8.40
288,16,29,"Other specified rheumatoid arthritis, right hand",80,390314,308,36,Upside Down,8085,2671,$1443.98,$181.03,$47.86,$11.33
996,60,5,Oth abnormal cytolog findings on specimens from cervix uteri,476,316113,111,15,Kim,1452,5813,$3666.81,$615.68,$41.33,$20.92
660,9,7,"Other infective (teno)synovitis, shoulder",702,473935,137,27,Twisted,8465,8375,$3109.19,$184.94,$43.18,$7.41
340,82,1,"Nondisp fx of med wall of l acetab, subs for fx w nonunion",977,494305,588,53,Barfly,3762,9846,$2691.30,$274.76,$36.44,$12.78
151,15,10,Other superficial bite of right ear,746,291333,442,9,Defenders of Riga,8445,1817,$3582.57,$941.23,$34.17,$24.37
180,67,43,"Nondisp artic fx head of l femr, subs for clos fx w malunion",191,148598,263,62,Home,5999,9625,$1340.75,$283.32,$44.99,$12.32
715,86,32,"Failed or difficult intubation for anesth dur preg, unsp tri",498,338475,186,80,Hello I Must Be Going,4184,4651,$4472.34,$189.68,$36.49,$18.64
215,61,23,"Disp fx of body of left talus, init encntr for open fracture",875,481519,60,12,"Leafie, a Hen Into the Wild (Madangeul Naon Amtak)",3874,2760,$3465.44,$897.88,$38.01,$5.86
383,16,27,"Oth intartic fx lower end unsp rad, init for opn fx type I/2",890,387718,42,40,Howling III: The Marsupials,6631,4445,$3182.20,$357.36,$48.71,$3.23
544,42,50,"Oth foreign object in trachea causing asphyxiation, init",513,267772,876,43,Charlie Chan in Egypt,10758,7796,$4393.87,$513.86,$43.74,$20.61
169,35,50,Oth paralytic syndrome following oth cerebrovascular disease,705,330811,195,51,Monday,1542,5103,$2523.66,$627.66,$40.28,$1.43
232,23,27,"Displ suprcndl fx w intrcndl extn low end unsp femr, 7thK",683,144642,458,5,Dacii,8564,8763,$1341.45,$622.80,$37.27,$12.39
869,18,31,"Oth glider (nonpowered) accident injuring occupant, init",41,336456,44,65,"Watch Out, We're Mad (...Altrimenti ci arrabbiamo!)",2070,4214,$4480.93,$795.53,$35.24,$16.57
737,68,6,Intestine transplant status,259,109659,825,73,Firewall,3227,1853,$2735.75,$591.49,$46.18,$2.44
204,61,11,"Other burn on board other powered watercraft, sequela",158,327003,349,93,Jailbait,4480,6995,$4724.29,$424.31,$27.81,$10.39
240,85,14,"Traum hemor l cereb w LOC w dth d/t oth cause bf consc, init",476,194844,828,45,"Bad Girls (Biches, Les)",7725,1787,$4860.91,$470.84,$49.14,$1.89
205,96,34,"Toxic effect of substances, accidental (unintentional), subs",451,108539,935,21,Flawless,10905,7911,$1851.61,$950.01,$47.01,$24.86
954,71,32,"Leakage of breast prosthesis and implant, initial encounter",903,180873,627,62,Speedway,8977,6475,$1738.37,$848.25,$46.16,$19.38
273,51,13,Inj msl/tnd lng flexor muscle of toe at ankle and foot level,962,318408,361,99,New Rose Hotel,4955,9861,$4388.46,$298.52,$41.06,$11.41
675,18,3,"Pedl cyc driver injured in clsn w ped/anml in traf, init",401,453357,53,77,Sabotage,4628,2516,$4367.95,$535.51,$37.52,$8.52
620,31,17,"Laceration with foreign body of oral cavity, sequela",973,265149,473,70,Mosaic,2354,8402,$2549.87,$202.19,$35.26,$22.17
305,80,19,"Prsn brd/alit mtrcy injured in clsn w rail trn/veh, sequela",402,431696,233,19,Urban Legend,5932,2956,$4084.59,$311.19,$28.08,$15.51
633,12,36,Unsp focal TBI w LOC of 6 hours to 24 hours,344,482541,11,39,Destroy All Monsters (Kaijû sôshingeki),10889,9698,$4282.43,$314.49,$49.84,$3.61
52,57,2,Injury of digital nerve of left index finger,993,358138,126,77,"Rachel Papers, The",6294,2914,$3262.73,$127.14,$38.86,$5.49
358,15,37,"Nondisp fx of medial condyle of unsp tibia, init for clos fx",344,180437,775,82,Babylon 5: The Legend of the Rangers: To Live and Die in Starlight,4658,8244,$1732.31,$313.24,$36.11,$16.38
499,32,50,"Intcran inj w/o loss of consciousness, subs encntr",932,417801,441,5,Broom-Stick Bunny,2083,4638,$3963.35,$401.86,$43.04,$2.53
578,28,13,"Corrosion of third degree of upper back, initial encounter",39,429233,860,56,"Bonheur, Le",1344,8728,$2411.58,$911.01,$49.20,$2.29
904,77,6,"Nodular scler Hodgkin lymph, nodes of head, face, and neck",481,460599,92,26,"Double, The",2476,8113,$1257.68,$869.73,$43.74,$2.69
74,58,36,"Nondisp transverse fracture of shaft of right femur, init",422,151967,731,83,Missing in Action,4321,2920,$2262.55,$702.17,$29.88,$3.90
986,43,22,"Burn of first degree of left lower leg, sequela",579,323879,896,60,Fresh,3046,2312,$4059.54,$702.72,$28.95,$5.94
823,2,41,"Poisoning by cephalospor/oth beta-lactm antibiot, self-harm",374,278367,821,3,No Name on the Bullet,7391,6948,$1231.10,$690.35,$48.88,$1.35
387,84,21,"Other allergy, subsequent encounter",503,144203,668,58,2 + 2 (Dos más dos),5765,5628,$2817.54,$761.14,$40.13,$8.97
501,3,23,"Nondisp spiral fx shaft of l tibia, 7thF",375,425135,955,28,"Hollow Crown, The",10442,7469,$1933.84,$33.40,$28.34,$6.56
65,87,26,"Contusion of ovary, unspecified, initial encounter",779,242270,493,99,After Image (Seeing in the Dark),7693,6593,$3334.86,$354.95,$43.12,$6.50
426,20,43,"Pedl cyc driver injured in collision w hv veh nontraf, subs",630,434726,523,17,Pickpocket,3561,3114,$3949.33,$99.34,$35.45,$19.74
345,45,22,Cleft soft palate with unilateral cleft lip,898,447450,764,46,Frailty,6989,5532,$2089.37,$722.11,$49.00,$20.68
98,57,19,Other amnesia,29,267642,379,4,Festival in Cannes,5134,7216,$1376.08,$475.75,$36.75,$13.11
528,67,39,"Nondisp fx of second metatarsal bone, left foot, init",929,160067,786,51,Outfoxed: Rupert Murdoch's War on Journalism,5463,10984,$1375.31,$2.92,$30.77,$21.67
303,79,24,"Open bite of left ear, sequela",734,250937,765,11,"Polar Bear King, The (Kvitebjørn Kong Valemon)",4041,2756,$2871.68,$290.39,$37.12,$23.19
245,69,24,Disorders of globe,414,303075,520,77,Riding the Bullet,3192,6040,$3454.48,$396.59,$47.11,$10.44
176,88,15,"Traum rupture of ligament of l rng fngr at MCP/IP jt, subs",154,495732,898,13,"Shaggy Dog, The",2611,1870,$3320.70,$690.21,$45.49,$4.64
722,45,16,"Bitten by alligator, initial encounter",593,321932,907,52,I'm Not Scared (Io non ho paura),9613,5460,$3137.65,$100.13,$40.82,$19.46
444,54,30,Underdosing of unspecified topical agent,529,423320,635,11,"September Issue, The",1580,5262,$3152.18,$55.36,$40.36,$18.75
771,45,33,"Occup of hv veh injured in clsn w ped/anml in traf, subs",345,315025,385,32,El Niño,4136,9258,$4150.71,$742.59,$28.91,$22.03
212,13,14,Dislocation of other parts of left shoulder girdle,683,231535,819,2,Batman: Assault on Arkham,7888,6276,$4092.10,$233.40,$40.68,$16.99
380,94,13,"Enterostomy complication, unspecified",387,280345,567,60,Flashpoint,8077,4707,$2326.49,$752.86,$36.58,$14.90
925,83,12,Other frontotemporal dementia,196,233643,115,65,Solo,2945,2659,$1719.60,$263.55,$26.69,$21.05
307,90,40,"Contusion of right thumb without damage to nail, sequela",940,366119,497,43,"Whole Ten Yards, The",3342,9320,$2344.55,$603.56,$34.25,$13.23
501,33,40,"Nondisp spiral fx shaft of unsp femr, 7thG",705,397907,63,99,Living Out Loud,3748,4600,$4787.34,$906.81,$47.13,$4.93
833,98,48,"Complete traumatic amputation of left midfoot, subs encntr",799,141923,743,22,Ninja Cheerleaders,7827,2833,$3200.67,$322.24,$38.85,$20.96
569,1,18,"Toxic effect of carb monx from oth source, undet, init",504,220638,979,68,"Descendants, The",1678,2559,$3874.79,$40.40,$30.23,$7.29
434,28,32,Other childhood emotional disorders,452,248595,411,51,Jesus liebt mich,3074,3652,$3495.67,$718.98,$25.66,$5.11
796,39,26,"Disp fx of lateral malleolus of r fibula, 7thE",320,120294,587,9,I Heart Huckabees,9603,8990,$3704.78,$522.36,$40.31,$13.47
517,11,30,"Cystic meniscus, anterior horn of medial meniscus, unsp knee",276,102481,551,11,"White Ribbon, The (Das weiße Band)",10883,6389,$2075.97,$958.65,$33.16,$16.58
58,39,45,Embolism and thrombosis of other and unsp parts of aorta,719,260207,736,32,United Red Army (Jitsuroku Rengo Sekigun: Asama sanso e no michi),7290,3187,$4623.63,$856.73,$44.43,$1.33
112,98,6,"Other superficial bite of left thigh, initial encounter",60,496115,100,58,"Sexual Life of the Belgians, The (Vie sexuelle des Belges 1950-1978, La)",8652,8247,$4582.81,$875.60,$26.44,$22.72
498,53,47,"Unspecified open wound, unspecified foot",177,317907,80,70,"Cat from Outer Space, The",10635,2530,$3691.77,$51.76,$47.23,$7.91
449,21,26,Other dislocation of unspecified radial head,204,330064,549,94,Vulgar,2703,6876,$1905.32,$663.58,$34.18,$2.82
220,37,4,"Immersion foot, left foot, subsequent encounter",408,485289,373,84,Carson City,3112,10237,$2590.80,$26.54,$29.24,$9.07
911,6,38,Other superficial bite of left index finger,157,237147,781,39,"Delicate Delinquent, The",2817,1006,$4294.59,$819.60,$26.90,$22.09
531,93,23,"Unsp fx head of unsp femur, init for opn fx type I/2",31,356155,316,97,King Kelly,10653,6662,$2230.27,$350.64,$29.18,$13.22
809,54,6,Unintended awareness under general anesth during procedure,609,231102,676,53,Ping Pong,1441,3842,$4642.41,$392.98,$30.18,$9.93
124,82,27,Urethral fistula,649,171196,502,36,Safety Not Guaranteed,10866,4559,$2996.71,$954.25,$25.45,$14.44
456,25,33,"Unsp physl fx lower end unsp tibia, subs for fx w malunion",905,202952,507,79,Black Bread (Pa Negre),4919,5603,$4563.52,$313.11,$36.13,$20.03
711,61,45,"Toxic effect of unsp noxious substance eaten as food, acc",231,292766,929,58,Meet Me in St. Louis,2905,10813,$2519.21,$418.28,$36.02,$7.37
40,7,11,Elev erythro sedim and abnormality of plasma viscosity,116,486286,865,81,Revenge for Jolly!,6374,6476,$1430.77,$407.24,$35.76,$23.25
591,9,1,"Poisoning by otorhino drugs and prep, self-harm, init",416,241975,572,51,Possessed (Besat),2189,9121,$2774.22,$672.09,$38.35,$6.21
504,79,8,Postproc hematoma of a circ sys org following a cardiac cath,811,333334,427,78,"Creeping Terror, The (Crawling Monster, The)",7745,9939,$2308.39,$520.67,$40.41,$9.94
319,27,43,"Passenger on bus injured in clsn w unsp mv in traf, init",813,494214,411,73,Robot & Frank,9677,4122,$2096.23,$267.13,$27.92,$21.35
488,1,31,"Unsp fracture of right ilium, init encntr for open fracture",7,388258,833,5,"Blob, The",10580,9718,$3758.44,$987.56,$35.02,$13.30
887,20,36,Fistula of salivary gland,440,192380,52,50,Bravo Two Zero ,4469,7083,$4697.12,$193.81,$31.25,$3.27
851,89,25,"Toxic effect of taipan venom, intentional self-harm",340,370959,192,54,Last Summer,7210,1275,$2453.00,$835.14,$43.34,$11.52
330,78,32,"Mosquito-borne viral encephalitis, unspecified",363,142883,994,96,Amer,8034,5586,$2624.85,$122.39,$33.14,$14.19
498,96,17,"NB aff by abnlt in fetl hrt rate or rhythm, unsp time onset",445,359577,770,81,The great match,4617,3624,$2490.00,$849.63,$27.58,$6.91
751,19,8,"Displ commnt fx shaft of humer, unsp arm, 7thG",932,106707,290,41,Empire of Passion (a.k.a. In the Realm of Passion) (a.k.a. Phantom Love) (Ai No Borei),8879,1026,$1013.21,$117.21,$29.92,$17.15
921,36,16,Traum hemor right cerebrum w LOC >24 hr w/o ret consc w surv,484,217336,188,45,Labyrinth,5795,10164,$3357.96,$516.77,$34.12,$1.52
170,79,50,Allergy status to sulfonamides status,20,468416,439,79,Prince of Persia: The Sands of Time,3244,1696,$2548.49,$570.71,$48.42,$15.47
559,78,42,"Superficial frostbite of left ankle, initial encounter",779,161711,197,90,"Riddle of the Sands, The",4680,1323,$2975.37,$804.24,$37.92,$10.58
559,21,21,"Disloc of distal radioulnar joint of left wrist, sequela",442,170073,600,75,"Swedish Love Story, A (Kärlekshistoria, En)",8159,6246,$4387.53,$343.40,$29.54,$17.41
971,2,3,"Nondisp fx of neck of scapula, r shoulder, init for opn fx",61,285959,893,43,Greenberg,4713,10148,$3816.64,$499.01,$41.91,$13.67
262,38,1,"Oth diabetes with severe nonp rtnop with macular edema, bi",457,420402,128,96,Cornelis,1954,6728,$3374.13,$491.54,$42.54,$12.16
770,92,47,Osteitis deformans of unspecified hand,150,182981,560,27,"Long Good Friday, The",8525,7363,$1773.07,$713.96,$38.54,$8.49
627,4,22,Embolism due to cardiac prosth dev/grft,466,177996,988,88,Janie Jones,10345,2255,$3950.19,$319.11,$30.12,$10.34
179,31,37,"Poisoning by penicillins, assault, sequela",792,165217,811,92,"Great Sinner, The",7069,10434,$4977.15,$425.71,$42.53,$16.26
675,23,45,"Poisoning by drugs aff uric acid metab, self-harm, sequela",29,311468,135,88,"Grand Maneuver, The (Les grandes manoeuvres)",3254,2175,$3452.85,$514.84,$40.74,$8.09
506,21,38,"Oth disrd of bone density and structure, left hand",463,342358,754,42,When Pigs Have Wings,10864,9079,$2141.38,$567.51,$36.08,$13.21
488,39,2,"Chorioamnionitis, second trimester, fetus 5",597,184832,720,40,Metro,3848,4876,$4928.24,$291.73,$38.75,$17.47
361,11,13,Hemiplga following ntrm subarach hemor affecting unsp side,966,495696,932,35,Sangre de mi sangre (Padre Nuestro),3958,2002,$1057.38,$652.12,$30.55,$22.70
256,13,16,"Other anterior subluxation of left hip, sequela",973,476537,54,53,"Whisperers, The",5859,9047,$3092.31,$465.84,$27.28,$13.92
934,11,35,"Disp fx of anterior column of unsp acetab, init for opn fx",40,152380,650,11,Fuse (Gori vatra),4708,5686,$4491.18,$586.77,$26.53,$10.56
293,7,25,Speech and language development delay due to hearing loss,194,289476,317,57,"Girl, The",5614,4132,$4102.05,$480.28,$44.59,$19.50
472,43,48,"Fall on same level, unspecified, subsequent encounter",711,485469,790,28,"Short Film About Love, A (Krótki film o milosci)",9722,1763,$2863.87,$505.90,$33.77,$21.45
317,17,36,"Toxic effect of contact w venomous frog, self-harm, sequela",273,323039,615,42,Dream Boy,3225,9858,$1354.29,$640.60,$48.40,$15.50
571,42,32,Acute hepatitis E,833,434143,647,2,66 Scenes From America,7566,7163,$3272.52,$155.39,$27.76,$1.51
702,39,44,Puncture wound without foreign body of foot,372,151850,103,62,"Fixer, The",9510,9746,$4121.21,$124.51,$33.92,$16.54
324,51,33,"Supervision of young primigravida, third trimester",876,466562,580,63,The Retrieval,5446,7020,$1005.62,$7.43,$41.08,$18.75
111,82,35,"Foreign body in conjunctival sac, right eye, sequela",52,481974,704,95,"Stranger Within, The",7347,4569,$2863.25,$575.74,$28.75,$9.25
532,33,17,"Corros 1st deg mult sites of shldr/up lmb, ex wrs/hnd, sqla",430,446707,800,97,Queen of Blood,3326,5945,$2626.10,$539.14,$48.84,$2.24
74,64,9,Open bite of forearm,751,247261,517,82,Archangel,4167,2479,$3958.48,$868.18,$44.53,$13.31
569,70,13,"Snsrnrl hear loss, uni, l ear, with rstrcd hear cntra side",450,285575,222,45,Vares: Private Eye (Vares - Yksityisetsivä),2288,5397,$3814.62,$409.99,$28.77,$2.85
832,70,36,"Fracture of coccyx, sequela",558,468398,400,81,Lethal Weapon 2,4904,8156,$3833.53,$182.14,$26.43,$2.05
699,99,25,Rheumatic disorders of both mitral and tricuspid valves,223,232458,311,60,I'll Be Home For Christmas,10000,1205,$4191.27,$555.41,$28.15,$22.91
773,23,48,"Ocular lac w/o prolaps/loss of intraoc tissue, right eye",946,397578,417,26,Transsiberian,10111,9371,$4282.52,$85.94,$45.59,$23.10
256,9,32,"Unsp inj extn musc/fasc/tend l mid fngr at wrs/hnd lv, init",369,251881,64,27,Follow the Fleet,9706,6237,$1153.76,$881.77,$31.08,$9.03
537,70,11,Presence of other cardiac implants and grafts,167,406267,953,19,Young Man with a Horn,4969,1580,$3505.67,$360.10,$32.11,$6.17
599,86,6,"Burn of 2nd deg mul sites of head, face, and neck, subs",635,383483,48,26,"Hound of the Baskervilles, The",5332,6227,$2339.01,$552.54,$46.43,$3.97
33,75,29,"Inj superficial vein at shldr/up arm, right arm, sequela",387,394101,253,64,Dream Demon,3771,6048,$1055.45,$533.19,$39.85,$11.92
14,52,30,"Unsp inj flexor musc/fasc/tend r rng fngr at forarm lv, sqla",153,322672,891,20,"Little Brother, Big Trouble: A Christmas Adventure (Niko 2: Lentäjäveljekset)",5253,9441,$1389.12,$141.88,$36.95,$4.28
65,20,26,Idiopathic chronic gout,127,402990,925,11,Private Lives,9688,9821,$1023.87,$87.21,$44.92,$12.48
867,94,40,Fall due to collision betw unsp wtrcrft and oth wtrcrft/obj,520,462942,346,20,Sweet Charity,10604,3426,$4423.34,$294.72,$43.00,$1.21
888,60,50,Fracture of other parts of pelvis,384,366756,493,20,In Like Flint,3628,9835,$2799.59,$653.07,$27.48,$10.84
953,17,9,"Flexion deformity, ankle and toes",306,487012,792,10,Space Milkshake,4585,1319,$1433.34,$289.03,$38.81,$14.75
317,85,36,"Laceration with foreign body of scalp, sequela",504,362025,268,46,Woochi: The Demon Slayer,2693,5077,$1412.78,$45.41,$48.48,$9.28
627,86,6,"Major contusion of spleen, subsequent encounter",254,270238,344,61,Come and See (Idi i smotri),2178,7450,$3576.15,$46.50,$31.40,$7.91
878,14,28,"Other specified leukemias, in remission",789,306622,660,95,Flesh and Blood,10325,10141,$4829.63,$260.46,$42.20,$3.27
744,18,1,Other subluxation of right foot,410,377948,267,71,"Shaggy D.A., The",2495,10921,$3292.00,$215.47,$30.98,$4.57
455,95,17,Other foreign body or object entering through skin,31,366038,924,78,Radioland Murders,5122,3773,$3691.23,$384.35,$33.18,$24.92
492,79,35,Unspecified injury at T1 level of thoracic spinal cord,51,382044,470,31,Leprechaun,6704,5245,$3343.62,$468.90,$33.07,$2.64
156,96,44,"Person outside hv veh inj in nonclsn trnsp acc nontraf, init",796,478855,779,85,I Never Sang for My Father,4134,5410,$1543.22,$170.16,$47.55,$10.02
605,7,22,"Fracture of nasal bones, sequela",842,437485,615,9,The Lost Continent,4790,3697,$1231.00,$428.71,$28.93,$17.04
218,90,26,Oth abnormal findings in specimens from resp org/thrx,855,356438,664,54,Dark Alibi,10223,10448,$4026.51,$113.73,$44.25,$8.13
355,25,50,"Unsp open wound of unsp finger w/o damage to nail, sequela",685,232302,336,47,In Your Hands,3412,4211,$4666.84,$452.99,$33.36,$7.49
744,87,1,"Burn 2nd deg mul sites of left shldr/up lmb, except wrs/hnd",394,336606,936,7,"Last Horror Movie, The",7571,8377,$4867.42,$616.54,$25.69,$17.77
260,80,25,Secondary syphilis of skin and mucous membranes,121,109488,863,66,Asier ETA biok,9943,5073,$3847.81,$268.55,$38.10,$20.05
645,60,33,Osseous stenosis of neural canal of head region,581,316662,24,75,"Believer, The",9140,4036,$4473.89,$140.02,$46.50,$20.15
413,41,6,"Commrcl fix-wing aircraft explosion injuring occupant, init",506,220517,395,30,Assault on a Queen,2177,6771,$2813.43,$47.07,$40.62,$1.61
413,19,44,Physical abuse complicating pregnancy,96,148590,448,7,Scusa ma ti chiamo amore,1625,3986,$1391.02,$724.80,$35.40,$1.83
466,70,47,"Oth physeal fx upper end of humerus, right arm, sequela",947,101532,4,41,Junior Prom,5948,2517,$2300.49,$752.71,$47.59,$4.16
26,21,50,"Nursemaid's elbow, left elbow, subsequent encounter",706,430935,72,25,Mater and the Ghostlight,5895,4870,$3047.49,$78.38,$34.24,$19.58
813,60,20,"Underdosing of oral contraceptives, initial encounter",909,377613,176,59,Honky Tonk Freeway,8625,10629,$4206.15,$897.07,$49.46,$15.16
877,57,10,Alcohol-induced pseudo-Cushing's syndrome,662,414127,528,44,Brother 2 (Brat 2),5331,8963,$3931.28,$702.82,$28.13,$16.12
236,32,7,"Burn 2nd deg mul sites of right lower limb, ex ank/ft, subs",94,264665,503,92,Linewatch,2632,6180,$1427.53,$702.49,$43.72,$23.43
801,75,6,Diab d/t undrl cond w mild nonprlf diab rtnop w mclr edema,468,439418,412,5,Eva,1253,1833,$2600.30,$636.51,$36.61,$16.98
306,96,31,"Oth extrartic fracture of lower end of right radius, init",592,291616,96,32,Kokowääh,4852,4392,$4878.52,$893.42,$45.53,$21.84
314,73,32,Pnctr w/o foreign body of r rng fngr w/o damage to nail,788,149988,713,14,"Zombie Lake (Lac des morts vivants, Le) (Zombies Lake) (Lake of the Living Dead, The)",1124,4325,$1699.77,$833.71,$37.54,$22.97
210,97,25,"Nondisplaced fracture of left ulna styloid process, sequela",968,213950,333,18,Particle Fever,2993,8980,$4445.15,$927.80,$42.99,$22.24
113,78,43,"Burn of second degree of right ankle, sequela",951,490760,108,40,Electric Dragon 80.000 V,7668,3129,$2542.75,$546.22,$30.24,$16.65
404,49,30,"Ped on rolr-skt inj in clsn w nonmtr vehicle in traf, subs",622,274753,937,38,Shoppen ,1601,8795,$1308.39,$623.32,$39.52,$12.33
12,39,14,"Caisson disease [decompression sickness], initial encounter",242,438701,530,84,"Last Kiss, The (Ultimo bacio, L')",1461,1504,$4172.20,$899.68,$36.45,$23.38
619,98,2,"Displaced posterior arch fx first cervcal vertebra, init",373,422166,968,52,Tomorrow We Move (Demain on déménage),5761,1424,$3011.10,$834.52,$36.67,$23.09
474,80,45,Traumatic rupture of ligament of l rng fngr at MCP/IP jt,472,237289,854,8,Funny Games U.S.,1445,2043,$1335.38,$360.56,$30.45,$21.55
320,37,15,"Nursemaid's elbow, unspecified elbow, sequela",40,255870,866,30,Charlie Chan in London,3955,4907,$1245.69,$6.67,$32.15,$15.67
120,62,25,Rheumatoid heart disease w rheumatoid arthritis of left knee,531,235080,369,97,Colorado Avenue,8242,9783,$2757.46,$194.84,$36.37,$1.23
283,55,35,"Oth fracture of left patella, subs for clos fx w malunion",315,442587,349,77,Easy Money 2 (Snabba cash II),2237,3106,$1909.59,$417.71,$27.69,$7.77
225,14,21,Garden or yard of boarding-house as place,589,482394,729,60,Zatoichi's Pilgrimage (Zatôichi umi o wataru) (Zatôichi 14),2888,7436,$1238.84,$460.41,$37.71,$9.88
582,92,6,"Adverse effect of aminoglycosides, sequela",415,109508,317,73,"Last Samurai, The",8088,5194,$3603.17,$726.01,$34.78,$13.79
326,60,9,"External constriction of penis, subsequent encounter",409,361797,673,99,"RKO Production 601: The Making of 'Kong, the Eighth Wonder of the World'",4561,8303,$3030.60,$391.88,$30.79,$9.94
566,66,2,Puncture wound with foreign body of unspecified elbow,444,465721,319,48,Making the Earth Stand Still,2605,1192,$1276.67,$424.94,$48.76,$16.87
568,94,17,"Disp fx of lateral condyle of unsp femr, 7thR",5,456173,414,32,Eye for an Eye,4176,10690,$3610.92,$405.16,$43.05,$2.48
317,80,21,"Burn 2nd deg mul right fngr (nail), not inc thumb, sequela",484,336542,403,67,"Falls, The",10483,10349,$2876.82,$377.42,$38.08,$4.76
127,77,48,"Nondisp midcervical fx r femr, 7thQ",580,100879,741,86,"Princess and the Warrior, The (Krieger und die Kaiserin, Der)",3675,3613,$3534.68,$128.04,$45.39,$8.32
