salesOrderDetailId,baseAmount,stateCode,baseAmountBase,description,requestDeliveryBy,salesOrderId,lineItemNumber,productId,quantity,ouMid,pricePerUnit,pricePerUnitBase,tax,taxBase
512,15,Bács-Kiskun,93,"Crushing injury of right lower leg, sequela",2016/04/03,615,156006,549,11,Berberian Sound Studio,$551.92,$193.39,46,20
320,30,,239,"Sltr-haris Type II physeal fx phalanx of left toe, 7thB",2016/09/28,412,255918,522,15,Junk Mail (Budbringeren),$871.86,$286.15,32,1
884,331,Viseu,48,I/I react d/t cranial or spinal infusion catheter,2015/05/22,912,218919,347,34,I Hate Christian Laettner,$928.31,$129.28,31,9
497,31,,168,Other displaced fracture of lower end of right humerus,2017/01/24,827,143164,777,66,"Matter of Dignity, A (To teleftaio psema)",$836.30,$128.09,42,15
295,361,,32,"Unsp injury of brachial artery, unsp side, subs encntr",2016/10/05,433,205435,31,83,The Shoe,$724.91,$12.68,41,7
198,410,,401,"Path fx in neopltc dis, unsp ankle, subs for fx w delay heal",2016/10/20,944,246470,905,28,Super Duper Alice Cooper,$817.68,$181.66,30,23
620,337,,138,Unspecified fracture of lesser toe(s),2017/07/26,454,249246,660,69,Phil Ochs: There But for Fortune,$913.95,$154.52,44,16
951,340,,206,"Unspecified sprain of right foot, subsequent encounter",2016/04/21,344,428576,66,47,Frankenstein Meets the Wolf Man,$771.67,$297.83,48,9
530,474,Region Hovedstaden,315,"Macular keratitis, bilateral",2017/04/25,872,109371,277,2,"Black Swan, The",$898.81,$173.33,39,15
822,378,Nordland,222,"Toxic effect of noxious substances eaten as food, acc, subs",2015/02/10,81,312741,860,71,Sasquatch: The Legend of Bigfoot,$680.14,$102.11,33,6
519,357,,281,"Legal intervnt w inj by mch gun, law enforc offl inj, subs",2016/12/31,876,124767,552,45,"Story of Luke, The",$715.58,$79.78,34,21
320,45,Pays de la Loire,434,"Other myositis, unspecified shoulder",2015/08/14,497,236348,985,17,Super Demetrios,$931.65,$303.98,32,5
595,455,,150,"Adverse effect of unspecified psychostimulants, sequela",2018/03/18,465,281196,521,57,Pleasures of the Flesh (Etsuraku),$721.78,$106.51,26,11
510,310,,251,"Nondisp spiral fx shaft of humer, l arm, 7thP",2017/06/03,476,298165,606,92,Lush Life,$642.41,$334.21,33,9
345,32,,307,Subluxation of other carpometacarpal joint of left hand,2015/07/27,708,218861,337,8,Balseros (Cuban Rafters),$632.18,$367.63,25,8
511,268,Alberta,490,"Abrasion, right knee, initial encounter",2017/05/16,464,329100,601,1,"Wake in Providence, A",$832.67,$418.31,39,19
676,250,,441,Nipple discharge,2017/03/07,607,266680,899,59,"Man with the Golden Arm, The",$641.81,$282.42,43,7
541,180,,493,Annular pancreas,2017/10/16,806,254562,395,91,Uncovered,$931.17,$21.05,31,24
663,136,,122,"Maternal care for damage to fetus by radiation, oth",2016/06/12,494,277725,449,5,These Are the Damned (a.k.a. The Damned),$584.02,$94.95,42,7
841,387,,319,"Prsn outsd 3-whl mv inj pk-up truck, pk-up/van in traf, init",2017/04/06,877,351792,495,97,Lightnin',$905.00,$211.85,28,23
392,49,,165,"Nondisp fx of neck of fourth metacarpal bone, right hand",2018/07/03,680,472631,248,11,G.I. Joe: The Movie,$690.72,$245.51,39,11
846,386,,79,"Disp fx of neck of scapula, right shoulder, init for clos fx",2016/06/09,613,406633,129,44,Back to Bataan,$926.95,$347.50,26,10
156,486,Chihuahua,228,"Pedl cyc pasngr injured in clsn w rail trn/veh in traf, subs",2015/12/07,280,441821,955,89,Water,$553.67,$269.66,29,5
977,499,Braga,342,Symptomatic late syphilis of other respiratory organs,2015/08/06,832,142222,774,30,Dolores Claiborne,$861.25,$140.67,43,13
515,108,New York,471,"Frostbite with tissue necrosis of right toe(s), sequela",2017/09/28,156,461839,277,34,"Thing: Terror Takes Shape, The",$979.98,$218.47,42,3
532,24,,431,"Displ spiral fx shaft of ulna, unsp arm, 7thG",2017/08/26,809,415496,354,21,Still Bill,$537.46,$255.63,45,14
74,259,,70,"Poisoning by mineralocorticoids and antag, assault, subs",2018/02/02,459,454205,536,50,Metropolitan,$845.89,$187.07,44,20
969,486,,352,"Superficial foreign body, right lesser toe(s), sequela",2015/02/20,863,159612,861,25,The Adventures of André and Wally B.,$958.70,$169.91,41,22
294,364,,207,"Unsp intracranial injury w LOC of 6-24 hrs, sequela",2017/06/05,334,333581,606,70,"Last Legion, The",$535.16,$362.89,49,24
81,141,,327,"Oth physeal fracture of lower end of humerus, left arm, init",2018/03/20,650,330687,305,87,"Holiday, The",$768.55,$441.24,28,16
983,136,,32,Chronic embolism and thombos unsp vn unsp upper extremity,2018/07/20,472,271591,819,44,Step Up Revolution,$628.21,$469.97,42,9
105,481,,491,"Nondisp fx of med phalanx of fngr, subs for fx w routn heal",2015/07/25,952,280897,142,41,Friends of God: A Road Trip with Alexandra Pelosi,$999.01,$465.28,46,25
819,402,,309,"Other chondrocalcinosis, unspecified hip",2018/07/19,912,456181,424,89,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,$761.08,$46.91,45,2
944,207,Île-de-France,196,"Bucket-handle tear of lat mensc, current injury, unsp knee",2018/03/27,260,320433,764,81,Life and Debt,$614.33,$405.92,41,17
398,308,,413,"Path fracture, right toe(s), subs for fx w routn heal",2018/01/31,454,423528,194,37,Fireflies in the Garden,$827.69,$45.84,40,7
342,66,,366,Lac w/o fb of r bk wl of thorax w/o penet thoracic cavity,2018/04/04,228,224568,275,33,Call Me Kuchu,$672.81,$425.72,42,2
901,472,,45,Nondisplaced oblique fracture of shaft of right radius,2015/02/22,880,421338,102,47,Whiplash,$708.55,$365.94,31,13
942,105,Coimbra,396,"Nontraumatic ischemic infarction of muscle, right hand",2017/04/23,612,291557,798,39,Scream,$726.02,$191.16,28,9
72,119,,180,"Unsp traum nondisp spondylolysis of 7th cervcal vert, sqla",2015/03/04,265,113288,119,29,Prince of the Sun: The Great Adventure of Horus (Taiyou no ouji Horusu no daibouken),$614.60,$114.10,45,9
901,412,,499,"Pigmentary glaucoma, left eye, mild stage",2017/11/17,51,237009,77,41,Looking for Eric,$703.23,$245.55,36,25
135,220,Västra Götaland,127,"Abrasion of left ear, subsequent encounter",2015/06/14,175,393562,400,11,When Night Is Falling,$873.62,$118.25,42,11
513,127,,429,Vaginal high risk HPV DNA test positive,2018/01/11,381,283530,935,65,Lost in Siberia (Ausgerechnet Sibirien),$727.80,$339.85,27,12
422,289,,441,Occ animal-drwn veh injured collision hvy veh,2016/07/16,970,282169,814,57,Anne of Green Gables,$736.06,$422.71,42,1
455,39,,325,"Pathological fracture, left ankle, subs for fx w malunion",2018/01/01,97,489663,528,55,200 M.P.H.,$791.51,$366.79,49,22
753,358,,70,"Chronic lymphadenitis, except mesenteric",2018/06/10,437,469672,351,23,"Get2Gether, A",$992.91,$292.95,28,16
323,264,Schleswig-Holstein,121,"Nondisp fx of pisiform, right wrist, subs for fx w malunion",2017/08/07,439,375457,424,26,"Caiman, The (Il caimano)",$985.29,$62.51,45,8
660,431,,240,Neonatal jaundice due to polycythemia,2016/01/12,210,411229,245,88,36 Hours,$932.03,$301.68,25,8
771,464,,469,"Disp fx of nk of scapula, l shldr, subs for fx w routn heal",2017/05/02,961,139644,644,86,"Borrower, The",$694.49,$270.56,25,9
877,481,Alberta,451,"Unspecified open wound, unspecified hip, sequela",2017/08/24,167,191921,46,34,Help!,$566.87,$139.13,33,15
177,498,,117,"Unspecified open wound, unspecified foot, subs encntr",2016/11/15,516,302687,632,91,"Smiling Madame Beudet, The (La souriante Madame Beudet)",$793.38,$112.11,27,25
915,263,,408,"Poisoning by antineopl and immunosup drugs, assault, subs",2017/12/07,313,157447,619,65,On the Outs,$987.93,$335.62,40,2
120,266,,199,"Contact w oth sharp object, undetermined intent, init encntr",2016/06/21,917,213453,560,29,Liberal Arts,$800.57,$348.42,33,3
767,256,,310,"Zygomatic fracture, unspecified side, init",2016/03/07,682,440441,930,28,Insidious,$714.23,$80.37,50,5
313,395,,194,Benign neoplasm of short bones of left upper limb,2015/11/28,875,188796,686,100,Mind Game,$750.20,$491.44,33,25
614,474,,370,"Disp fx of cuboid bone of r foot, subs for fx w delay heal",2017/02/25,356,411394,268,59,Stroker Ace,$654.82,$9.21,32,14
24,76,,271,"Vertigo from infrasound, subsequent encounter",2018/02/07,541,348964,739,8,Kiss of Death,$579.03,$388.79,45,20
838,460,,413,"Term delivery with preterm labor, unspecified trimester",2016/10/17,378,417483,357,22,"Big Town, The",$935.40,$60.25,26,25
134,358,,62,"Nondisp fx of prox third of navic bone of l wrist, sequela",2015/04/17,529,464137,33,36,MC5*: A True Testimonial,$843.22,$279.27,44,14
995,339,,331,Abuse of steroids or hormones,2018/02/23,268,229943,191,52,Berserk,$581.23,$59.96,38,20
636,234,,323,Displaced oblique fracture of shaft of right tibia,2015/05/25,889,382139,648,85,Lion of the Desert,$876.64,$151.26,46,14
292,83,,341,"Food in respiratory tract, part unsp causing other injury",2016/12/31,508,294128,713,6,Norwegian Wood (Noruwei no mori),$903.24,$421.60,40,23
721,404,,56,"Insect bite (nonvenomous) of breast, right breast",2016/09/27,321,197828,51,28,Away from Her,$767.87,$128.78,44,25
232,15,Braga,78,Fracture of unspecified part of clavicle,2018/06/26,363,414285,525,40,"Royal Scandal, The",$830.74,$319.87,31,6
562,264,,370,Subluxation and dislocation of C4/C5 cervical vertebrae,2017/04/19,166,318681,665,58,Dead Man Walking,$525.87,$394.26,49,14
86,61,Andalucia,387,"Solitary bone cyst, ankle and foot",2018/01/27,585,223525,22,93,Cleanflix,$555.03,$474.89,48,15
136,73,,455,"Lateral epicondylitis, unspecified elbow",2016/05/17,684,157080,155,7,V: The Final Battle,$559.22,$36.24,50,9
973,376,,68,"Disp fx of fourth metatarsal bone, left foot, init",2016/04/16,270,497438,720,25,Disco Dancer,$737.58,$289.03,34,16
357,137,,412,"Pregnancy related peripheral neuritis, first trimester",2016/01/26,120,312700,818,81,Niko & the Way to the Stars (a.k.a. The Flight Before Christmas) (Niko - Lentäjän poika),$514.79,$362.32,47,25
315,360,,366,Other dorsalgia,2015/03/13,894,172094,494,56,7 Plus Seven,$633.44,$450.76,41,10
744,369,,412,"Ped w convey injured in clsn w rail trn/veh nontraf, subs",2018/06/07,855,149409,103,5,Hollow Triumph (a.k.a. The Scar),$608.34,$52.53,26,17
107,136,,362,"Pnctr w/o foreign body of l idx fngr w damage to nail, subs",2016/04/10,752,297215,403,91,Reign of Assassins,$734.06,$474.10,33,15
906,21,,436,"Toxic effect of venom of other snake, assault",2017/12/21,453,416493,540,4,Mr. Baseball,$907.49,$357.12,41,4
50,34,,128,"Corrosion of third degree of left hand, unsp site, subs",2015/06/21,761,406518,162,57,"Rocker, The",$913.37,$420.68,26,20
563,15,,356,"Open bite, unspecified hip, initial encounter",2015/02/02,975,309196,364,11,Apt Pupil,$921.10,$379.99,30,10
849,124,,347,"Sprain of posterior cruciate ligament of left knee, sequela",2015/04/04,941,376392,949,64,Grease 2,$753.64,$290.51,45,10
881,352,,1,Corrosion of third degree of right axilla,2016/07/25,990,180512,966,17,Summer Stock,$740.01,$234.47,27,11
90,370,,385,"Injury due to collapse of burning bldg in ctrl fire, subs",2016/05/21,794,340086,107,16,She's Out of Control,$697.04,$137.03,25,15
369,298,,122,Alcoholic hepatic failure without coma,2015/04/21,18,373310,881,9,"Chinese Ghost Story II, A (Sien nui yau wan II yan gaan do)",$957.93,$77.79,40,12
67,97,,227,"Displ apophyseal fx l femr, 7thQ",2015/08/01,102,252956,808,71,Little Ashes,$919.64,$498.99,30,7
399,406,,351,Laceration with foreign body of ankle,2015/08/14,187,342715,198,54,Jason Goes to Hell: The Final Friday,$770.41,$487.80,44,24
42,172,,157,Mushroom-worker's lung,2016/09/10,547,482308,325,8,Silver Streak,$989.05,$416.83,33,17
254,111,,162,"Displ midcervical fx unsp femur, init for opn fx type I/2",2017/12/28,634,178075,876,74,Gray Matters,$751.63,$410.23,33,6
264,238,,396,"Burn of second degree of unsp site lower limb, except ank/ft",2015/07/05,427,318497,820,51,Strange Magic,$710.82,$83.70,33,1
553,18,,164,"Undrdose of unsp agents prim acting on the resp sys, subs",2017/08/23,274,438101,103,73,Tigrero: A Film That Was Never Made,$717.68,$235.37,32,21
799,353,,486,Atrophy of vulva,2017/07/04,857,164417,920,43,DOA: Dead or Alive,$560.28,$165.73,41,5
709,347,,308,"Contus/lac cereb, w LOC of 1-5 hrs 59 min, init",2017/05/02,279,221123,307,32,"Bloody Child, The",$575.45,$244.67,46,5
336,392,,81,Puncture wound without foreign body of left hand,2015/01/01,521,460653,413,73,King of Jazz,$957.33,$442.46,33,14
331,420,,115,"Hemorrhage from respiratory passages, unspecified",2018/03/12,868,307929,158,15,Zombies of Mora Tau,$749.60,$124.71,36,11
780,406,,298,Other interstitial pulmonary diseases,2017/10/01,692,185191,418,90,Pompeii,$654.44,$322.55,50,10
65,183,,312,"Nondisp fx of medial phalanx of unsp finger, init for opn fx",2016/11/22,348,396272,151,16,Sorority House Massacre II,$510.42,$149.24,25,14
816,170,,44,"Fracture of unspecified part of body of left mandible, 7thD",2016/07/30,526,413187,187,67,Somewhere in Time,$758.57,$217.16,26,22
876,50,,72,"Sltr-haris Type II physl fx low end humer, unsp arm, 7thK",2016/02/15,216,492880,532,16,Diplomacy (Diplomatie),$916.11,$132.13,41,24
760,422,Florida,353,"Other rupture of muscle (nontraumatic), hand",2018/01/29,835,321496,119,71,Bit by Bit,$978.62,$117.80,28,2
905,150,,311,Blister (nonthermal) of breast,2017/05/04,676,357099,491,85,"White Stripes Under Great White Northern Lights, The",$684.14,$295.65,28,5
102,371,,241,"Sprain of calcaneofibular ligament of left ankle, subs",2018/02/16,307,259492,468,28,Our Idiot Brother,$708.16,$99.16,26,3
217,346,,267,"Skeletal fluorosis, right hand",2017/09/24,361,196753,164,44,Sword of Desperation (Hisshiken torisashi),$632.93,$386.34,29,23
718,439,,3,"Underdosing of vitamins, initial encounter",2018/04/03,518,261184,776,50,Fatal Attraction,$515.47,$341.88,39,19
709,25,,467,"Nondisp fx of anterior process of left calcaneus, sequela",2016/08/30,89,187911,927,83,Crooks in Clover (a.k.a. Monsieur Gangster) (Les tontons flingueurs),$683.78,$211.37,35,16
349,44,,141,Superficial thrombophlebitis in pregnancy,2018/04/08,51,430117,488,90,"Castle, The",$913.76,$140.34,36,12
205,93,,166,Alopecia mucinosa,2018/07/20,926,154296,683,49,It Happened Here,$864.37,$439.35,34,11
452,392,,105,Fall from other flat-bottomed pedestrian conveyance,2017/06/21,912,105884,749,78,A Walk in the Woods,$906.42,$483.40,40,4
479,171,,363,"Driver of hv veh injured in collision w hv veh in traf, init",2016/04/03,639,255770,185,57,Apache Territory ,$740.63,$305.14,28,24
299,448,,29,"Abrasion of abdominal wall, sequela",2015/12/26,620,405798,544,30,The Linguists,$546.59,$315.32,33,8
57,268,,197,Monoplg upr lmb fol ntrm subarach hemor aff left nondom side,2018/06/26,917,285309,556,61,13 Fighting Men,$930.85,$365.27,25,15
961,301,Viseu,327,Edema of bilateral orbit,2017/02/28,857,206992,546,93,The Encounter,$840.44,$294.17,26,12
689,130,,491,"Fracture of coronoid process of left mandible, 7thG",2015/04/17,715,475216,306,45,JLG/JLG (JLG/JLG - autoportrait de décembre),$787.27,$55.02,31,10
743,263,,244,"Other fracture of occiput, unspecified side, 7thK",2016/02/21,622,479757,644,5,Fulltime Killer (Chuen jik sat sau),$768.75,$74.42,47,14
469,347,,233,"Fatty (change of) liver, not elsewhere classified",2017/09/20,593,103901,862,10,Man of Tai Chi,$626.16,$122.14,43,16
578,184,Braga,395,Other neurological complications of rubella,2017/12/07,331,106154,731,18,Down Twisted,$839.35,$283.72,45,23
658,128,Rogaland,228,"Radiation sickness, unspecified",2016/12/01,345,240267,901,17,Teknolust,$861.58,$281.59,39,8
121,67,,32,"Asphyx d/t being trap in a (discarded) refrig, asslt, subs",2016/06/27,86,244104,994,98,Nobody's Fool,$820.65,$293.54,46,6
465,438,,304,"Unsp injury of femoral vein at hip and thigh level, unsp leg",2015/11/13,779,384409,1000,66,"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo)",$998.35,$168.29,25,9
477,316,,33,"Passenger in hv veh injured in clsn w unsp mv nontraf, init",2015/08/27,954,432432,594,23,It Started in Naples,$900.10,$428.55,34,2
889,352,Centre,393,Burn of first degree of right lower leg,2017/04/30,548,302541,182,41,La Planque,$614.88,$226.41,48,16
367,256,,426,"Unsp fx low end unsp tibia, 7thM",2018/04/13,114,184169,962,7,Bhutto,$805.93,$152.12,50,14
225,369,,420,"Bitten by mouse, sequela",2018/04/01,389,412465,764,37,Trio,$920.50,$413.27,35,21
653,400,,178,"Partial traumatic amputation at elbow level, unspecified arm",2016/01/24,135,446941,105,85,YellowBrickRoad,$862.57,$289.46,43,12
869,283,,76,"Strain of musc/tend at lower leg level, left leg, subs",2017/01/20,333,483047,307,93,Troma's War ,$802.31,$232.02,43,1
40,294,,380,"Burn of first degree of left hand, unsp site, subs encntr",2015/03/02,993,156654,808,54,Staying Together,$841.74,$419.87,30,8
298,77,,25,"Displacement of other cardiac electronic device, subs encntr",2017/05/10,632,101615,36,24,Too Big to Fail,$616.76,$182.84,32,11
136,377,,47,Nonspecific intraventricular block,2015/12/15,139,275912,711,22,Holidaze,$946.36,$289.50,41,11
659,219,Île-de-France,479,"Laceration of unsp part of pancreas, unsp degree, sequela",2018/06/20,886,374138,558,64,Grease 2,$535.72,$159.17,25,14
723,244,Picardie,363,Intentional self-harm by drown in natural water,2016/08/27,144,170692,592,26,"In Crowd, The",$508.27,$397.00,50,14
271,429,,388,"Unspecified physeal fracture of left calcaneus, init",2018/07/18,825,134196,679,39,Dandelion,$936.49,$239.90,37,21
678,176,,497,"Total traumatic cataract, unspecified eye",2017/08/09,738,146627,478,11,"Benny Goodman Story, The",$520.29,$344.00,36,7
574,346,,134,"Unsp fracture of right acetabulum, subs for fx w delay heal",2015/04/29,641,319579,942,59,Start the Revolution Without Me,$604.32,$234.33,31,19
610,62,,184,"Other dislocation of left knee, subsequent encounter",2017/05/22,985,341718,117,49,"Lion King 1½, The",$662.76,$390.78,38,8
943,49,Hamburg,65,"Nondisp fx of low epiphy (separation) of unsp femr, 7thJ",2015/01/14,226,409819,698,48,Casino Royale,$715.33,$459.61,50,2
530,172,,459,"Unsp car occupant injured in collision w SUV nontraf, subs",2016/09/12,96,238409,369,93,"Good Morning, Miss Dove",$759.24,$196.53,45,2
368,387,,415,"Disorder of ligament, left hip",2015/01/29,960,211860,749,89,"Fuehrer's Face, Der",$555.63,$154.65,28,1
141,484,Perlis,165,"Obturator dislocation of right hip, sequela",2016/09/19,447,230989,804,67,I'm the One That I Want,$754.41,$257.77,46,8
46,252,Veracruz Llave,60,"Path fracture in oth disease, unsp tibia and fibula, init",2017/02/10,592,175459,254,63,Wuthering Heights,$884.10,$296.24,46,21
80,390,,346,Breakdown (mechanical) of coronary artery bypass graft,2016/09/15,170,219818,909,51,War and Peace (Voyna i mir),$679.36,$208.74,29,23
173,324,,167,"Colles' fx unsp rad, 7thJ",2016/06/27,616,331880,904,99,Jobs,$624.02,$492.09,28,2
197,158,,416,Polyphagia,2017/11/21,832,262433,474,53,Excuse Me for Living,$758.00,$479.76,26,8
187,187,,372,"Inj extn/abdr musc/fasc/tend of r thm at forarm lv, init",2018/02/07,332,105277,105,39,Tabu,$584.75,$260.16,42,25
91,87,Québec,498,"Oth incomplete lesion at C5, init",2018/04/05,279,257314,861,59,"Yards, The",$949.34,$353.81,33,9
797,342,,42,"Unsp trochan fx l femr, 7thJ",2015/06/30,315,497739,440,23,"Tuskegee Airmen, The",$575.75,$252.36,39,13
937,139,,152,"Unsp fx navicular bone of l wrist, subs for fx w delay heal",2016/01/08,856,251816,367,62,Adventures of Zatoichi (Zatôichi sekisho yaburi) (Zatôichi 9),$985.68,$338.02,44,12
207,2,,380,"Nondisp fx of unsp ulna styloid pro, 7thQ",2016/02/11,105,324734,981,57,History of the World: Part I,$638.79,$42.16,29,5
977,184,,448,Fall due to ice and snow,2015/09/23,815,314732,569,14,Pork Chop Hill,$728.94,$46.34,33,17
198,234,,292,"Pnctr of abd wall w fb, unsp q w/o penet perit cav, sequela",2016/09/11,573,343759,885,25,Broken Arrow,$861.22,$123.38,44,15
918,102,,319,"Nondisp longitud fx l patella, 7thE",2015/08/27,853,192835,168,58,"Ghidorah, the Three-Headed Monster (San daikaijû: Chikyû saidai no kessen)",$780.19,$69.53,36,25
745,465,,248,"Legal intervnt w injury by dynamite, bystand inj, sequela",2016/03/14,11,380028,883,57,"Girl in the Red Velvet Swing, The",$934.89,$382.70,45,23
885,56,,185,"Vitreomacular adhesion, right eye",2016/05/26,20,354169,628,97,White Mane (Crin blanc: Le cheval sauvage),$622.01,$52.72,46,15
409,203,Texas,415,"Disp fx of hook pro of hamate bone, unsp wrs, 7thP",2016/12/20,511,163617,854,36,Boys Life 4: Four Play,$843.02,$182.28,32,2
443,335,,26,Other assault by drowning and submersion,2015/03/30,921,393770,936,78,Downloading Nancy,$768.42,$117.04,38,9
153,304,,411,Breakdown (mechanical) of carotid arterial graft (bypass),2018/04/24,10,204808,607,73,Conan the Barbarian,$577.20,$212.05,44,11
249,76,,229,"Other secondary chronic gout, unspecified wrist, with tophus",2015/02/19,407,448657,500,31,My Way Home (Így jöttem) ,$537.25,$329.33,35,15
164,291,,189,Squamous blepharitis right lower eyelid,2016/01/21,521,303125,894,48,Price of Glory,$965.54,$3.09,26,10
178,128,,93,"Underdosing of smallpox vaccines, subsequent encounter",2018/05/30,758,209883,454,11,Restaurant,$616.79,$201.35,29,10
224,273,,118,Benign neoplasm of other and unsp intrathoracic organs,2016/05/17,490,208203,818,71,Numb,$736.02,$265.71,29,20
65,332,Negeri Sembilan,397,"Oth comp of fb acc left in body fol surgical operation, subs",2018/01/16,871,151114,37,10,"Doll, The (Lalka)",$960.56,$12.22,45,24
703,422,,131,"Oth comp of spinal and epidural anesth during preg, unsp tri",2017/12/08,759,162396,234,68,K-9,$766.26,$393.03,26,4
843,280,,414,"Other rupture of muscle (nontraumatic), left shoulder",2015/10/20,321,432284,494,68,Désiré,$808.08,$167.18,36,7
190,160,,447,"Unspecified otosclerosis, right ear",2017/09/23,32,286598,279,1,Attack of the Mushroom People (Matango),$999.71,$241.79,49,4
659,316,,268,"Advrs eff of crbnc-anhydr inhibtr, benzo/oth diuretc, subs",2016/02/17,970,432906,945,73,What Price Hollywood?,$861.26,$218.38,47,17
218,170,,296,Arhinencephaly,2016/01/29,622,297503,37,10,"Confession, The (L'aveu)",$509.07,$364.14,39,7
858,23,,103,"Burn of unspecified degree of right knee, subs encntr",2016/04/01,314,489822,854,68,Helter Skelter,$948.93,$63.15,27,19
136,186,,417,"Lac w/o fb of unsp lesser toe(s) w damage to nail, init",2018/03/17,585,440178,134,56,Mission Bloody Mary,$827.70,$74.86,45,25
954,426,,408,"Drowning and submersion due to fall off water-skis, init",2016/03/16,994,185182,586,34,G.I. Joe: Operation Dragonfire,$558.72,$261.89,33,9
639,458,,188,Vulvovaginal ulceration and inflam in diseases classd elswhr,2015/11/11,893,496951,751,31,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar)",$718.92,$115.09,43,25
276,492,California,187,"Unstbl burst fx first thor vert, subs for fx w delay heal",2017/10/31,482,353069,435,25,"After Fall, Winter",$521.81,$415.48,45,15
885,314,,210,Diabetes due to underlying condition w unsp complications,2018/05/21,2,110793,903,51,"Day the Earth Stood Still, The",$559.54,$402.70,42,18
778,157,,396,"Burn of third degree of right forearm, subsequent encounter",2015/03/15,64,432118,717,18,To Have and Have Not,$944.81,$1.28,36,17
972,114,,317,"Unsp superfic injury of unsp eyelid and perioculr area, init",2017/12/04,457,222009,635,46,Last Cowboy Standing (Skavabölen pojat),$568.56,$435.32,47,11
460,301,,308,Nondisp fx of lateral condyle of unspecified humerus,2017/04/06,305,128071,295,86,Things Are Tough All Over,$551.68,$213.89,34,16
710,83,,405,"Disord of amnio fluid and membrns, unsp, third tri, fetus 5",2018/06/02,499,186748,170,18,Beauty and the Beast (Beauty and the Beasts: A Dark Tale),$648.26,$322.14,48,20
961,266,Kalmar,92,"Other juvenile osteochondrosis, unspecified upper limb",2016/02/11,100,464858,666,82,Sex & Drugs & Rock & Roll,$505.85,$386.67,29,25
526,370,,318,Folds and rupture in Bowman's membrane,2016/05/14,767,237954,394,50,"Clay Bird, The (Matir moina)",$705.45,$212.46,44,7
889,296,Santarém,470,"Chorioamnionitis, unsp trimester, not applicable or unsp",2017/07/11,626,492627,54,72,"Tall Target, The",$820.44,$295.14,41,18
902,216,,111,"Algoneurodystrophy, thigh",2017/06/15,974,222453,70,83,Weekend at Bernie's II,$657.58,$438.59,30,4
580,191,,291,"Adverse effect of other viral vaccines, initial encounter",2017/05/04,864,318326,269,72,Pusher,$892.27,$257.97,32,5
921,352,,252,"Unsp disorder of synovium and tendon, unspecified forearm",2017/06/09,747,392003,811,40,"Last Time I Committed Suicide, The",$853.63,$441.49,46,3
177,288,,216,Car driver injured in collision w SUV in traffic accident,2017/04/02,90,431513,479,27,Fright to the Finish,$934.48,$159.65,29,21
940,28,,349,"Bullous keratopathy, bilateral",2018/01/17,665,290930,710,66,Killing Lincoln,$703.47,$143.01,47,9
16,349,,416,"Minor laceration of unsp internal jugular vein, subs encntr",2018/01/02,279,401289,806,98,"Boogie (Boogie, el aceitoso)",$505.13,$214.88,27,8
624,234,Rhône-Alpes,59,"Stable burst fracture of T7-T8 vertebra, init for clos fx",2016/11/29,741,230696,239,35,Golden Earrings,$895.08,$189.02,25,6
871,181,Viseu,364,"Hypochondriacal disorder, unspecified",2016/04/02,621,223141,912,12,Syriana,$574.45,$175.21,48,14
1,358,,331,"Unsp fracture of second metacarpal bone, left hand, sequela",2018/03/09,433,240982,463,51,I Heart Monster Movies,$804.75,$48.19,31,18
926,4,,422,"Laceration of popliteal artery, unspecified leg, init encntr",2016/01/19,151,377749,929,90,Be Kind Rewind,$821.58,$321.96,44,9
363,354,,459,"Nondisp subtrochnt fx r femr, 7thH",2018/01/08,795,338877,596,1,A Matter of Size,$763.21,$114.70,34,15
188,390,,371,"Occup of sp off-rd mv injured nontraf, sequela",2017/10/22,82,294763,580,32,Léon: The Professional (a.k.a. The Professional) (Léon),$625.95,$433.94,44,12
930,114,,333,"Toxic effect of carbon disulfide, accidental, subs",2017/06/30,442,497822,795,29,Chained,$640.21,$461.50,26,25
746,152,,35,Oth venous comp following incomplete spontaneous abortion,2016/03/16,758,387878,79,63,Key Largo,$672.69,$306.09,33,8
88,230,,95,"Unsp fx low end r ulna, 7thE",2016/08/12,53,307320,707,55,Matewan,$632.27,$107.88,47,16
340,15,,84,"Underdosing of oxytocic drugs, initial encounter",2018/06/09,348,204553,380,21,I Remember (Eu Me Lembro),$900.77,$238.06,43,11
989,226,,79,"Subluxation of MCP joint of left little finger, sequela",2018/02/19,961,310385,41,7,Basket Case 3: The Progeny,$613.85,$321.61,26,12
289,185,,284,Exposure to infrared radiation,2015/06/13,726,323352,303,56,Beyond the Mat,$986.48,$435.15,28,9
248,374,,412,"Poisoning by oth fibrin-affct drugs, self-harm, sequela",2017/02/15,30,332240,491,2,Captain Phillips,$666.87,$244.64,32,13
930,45,,233,Dislocation of distal end of unspecified ulna,2018/06/18,638,341267,677,75,Black Dawn,$853.19,$50.66,47,9
860,259,,350,"Struck by falling object on sailboat, sequela",2018/09/04,90,135624,706,4,The Rag Man,$711.78,$209.79,27,18
439,53,,498,"Nondisp fx of medial condyle of left tibia, init for clos fx",2016/08/14,327,116254,900,95,Alone with Her,$935.21,$92.24,44,4
