productId,createdOn,name,defaultUoMid,description,productTypeCode,stateCode
389,2020-04-07,Quo Lux,Two Solutions for One Problem (Dow Rahehal Baraye yek Massaleh),"Dislocation of oth prt left shoulder girdle, subs encntr",49288-0099,
569,2020-09-14,Fix San,"Outsiders, The","Laceration of deep palmar arch of left hand, sequela",55316-177,
972,2018-05-02,Wrapsafe,Prince of the City,"Mosaicism, 45, X/46, XX or XY",0555-0285,
585,2016-07-09,Konklab,Frostbitten (Frostbiten),"Breakdown (mechanical) of int fix of right femur, sequela",43406-0005,55013 CEDEX
255,2015-08-31,Stronghold,Shout,Other specified disorders of amniotic fluid and membranes,68151-1333,38900
349,2017-12-07,Prodder,"Wheeler Dealers, The","Jump/div into oth water strk surfc causing oth injury, subs",0074-3054,0801
206,2016-01-16,Span,Down with Love,Underdosing of unspecified systemic antibiotic,42367-202,
322,2019-04-04,Lotlux,The Tenant of Wildfell Hall,Sleep disorders,55289-747,
135,2018-02-18,Bigtax,Pentimento,"Poisoning by tetracyclic antidepress, accidental, sequela",65044-0847,4620-031
941,2020-06-16,Stronghold,Summertime,"Laceration of musc/fasc/tend at wrs/hnd lv, right hand, subs",39822-2000,
721,2015-09-28,Otcom,Macario,"Colles' fx unsp radius, subs for clos fx w routn heal",76282-321,
445,2019-06-10,Home Ing,Cavemen,"Nondisplaced bimalleolar fracture of unsp lower leg, sequela",51706-305,52551
279,2015-06-16,Tempsoft,No Man's Land,"Oth fx shaft of right tibia, subs for clos fx w delay heal",59011-264,
608,2015-02-19,Sub-Ex,"League of Extraordinary Gentlemen, The (a.k.a. LXG)","Bitten by nonvenomous lizards, initial encounter",52959-518,
578,2017-01-30,Ventosanzap,"Winning Team, The","Jump/div into natrl body of wtr strk botm cause drown, sqla",61504-000,6711
427,2017-03-02,Duobam,"Tuxedo, The",Hallucinogen dependence w psychotic disorder w delusions,55154-7555,
47,2017-04-18,Sonsing,"Scarlet and the Black, The","Pedl cyc driver injured in collision w unsp mv in traf, subs",0942-9504,5050-345
642,2017-06-26,Zamit,"Parent Trap, The","Displ transverse fx shaft of r fibula, 7thG",0363-0430,346630
94,2019-10-23,Tampflex,Face,"Blister (nonthermal) of right hand, subsequent encounter",76466-500,62411 CEDEX
941,2018-11-29,Zontrax,Digging for Fire,"Incomplete lesion of L2 level of lumbar spinal cord, init",65862-559,
361,2017-01-28,Pannier,Hum Aapke Hain Koun...!,"Intermittent exophthalmos, bilateral",66579-0064,
156,2019-08-01,Mat Lam Tam,Hideaway,"Other superficial bite of hip, right hip, subs encntr",36800-503,
681,2015-12-07,Konklux,I Start Counting,"Oth injury of muscle, fascia and tendon of unsp hip, sequela",55714-4486,
822,2019-08-12,Y-find,Cirque du Soleil: Varekai,"Unsp inj flexor musc/fasc/tend l idx fngr at forarm lv, init",0463-6080,
349,2016-12-26,Fixflex,"Hard Way, The","Interstitial myositis, left thigh",68258-7091,
666,2017-12-28,Flexidy,Keoma,Acquired clawhand,54569-1218,
342,2019-08-15,Bitwolf,Who's Your Caddy?,Acute contact otitis externa,21749-993,
274,2020-09-20,Zontrax,Hedwig and the Angry Inch,Cellulitis of left finger,63187-144,
553,2019-01-02,Voyatouch,Legalese,Bunion of right foot,50220-002,
884,2016-03-13,Aerified,Claire of the Moon,"Poisoning by antimycobac drugs, accidental (unintentional)",65293-412,
341,2018-03-19,Flowdesk,Afterschool,Nondisplaced oblique fracture of shaft of unspecified fibula,50845-0163,
127,2020-08-30,Zaam-Dox,"Innocent Man, An","Toxic effect of mycotoxin food contamnt, acc, sequela",0068-0020,
144,2018-09-12,Tres-Zap,Blue Crush,"Adverse effect of tetracyclines, initial encounter",54868-5056,
24,2018-01-21,Fixflex,Stoic,"Unspecified juvenile rheumatoid arthritis, left knee",23731-6030,
895,2020-04-22,Lotlux,Bullet Ballet,Incarcerated fracture of medial epicondyle of unsp humerus,50220-002,
673,2015-03-19,Overhold,All is Bright,Passenger in hv veh injured in clsn w statnry object in traf,64578-0090,4750-488
577,2017-09-19,Solarbreeze,The Wrecking Crew,Underdosing of unsp drug/meds/biol subst,0378-6992,
412,2020-12-02,Transcof,As Far As My Feet Will Carry Me (So weit die Füße tragen),Contact with other nonvenomous marine animals,42549-508,40800
540,2019-12-18,Ronstring,God’s Wedding (As Bodas de Deus),"Other sprain of right hip, sequela",0054-4728,
923,2018-01-05,Kanlam,Open Season,"Blister (nonthermal) of breast, left breast, subs encntr",63187-096,
520,2017-08-22,Lotstring,Something from Nothing: The Art of Rap,"Sltr-haris Type III physeal fx phalanx of right toe, sequela",13734-121,693 30
512,2020-11-21,Zontrax,Richard III,"Unspecified dislocation of unspecified toe(s), init encntr",43269-636,
940,2020-08-12,Stronghold,Xiu Xiu: The Sent-Down Girl (Tian yu),"Partial traumatic amp at level betw unsp hip and knee, init",43547-258,
123,2016-12-18,Zontrax,Looking for Eric,Diabetes with prolif diabetic rtnop with trctn dtch n-mcla,0703-4246,31225
938,2015-07-05,Lotstring,Rust and Bone (De rouille et d'os),Burn of first degree of unspecified ankle,66336-463,1862
488,2020-01-02,Solarbreeze,Charm School (Niñas mal),"Terrorism w nuclear weapons, civilian injured, sequela",60429-768,
603,2015-04-03,Fixflex,In This World,"Unspecified disorder of synovium and tendon, right thigh",0025-2742,
884,2017-02-09,Tin,Stereo,"Malig neoplasm of unsp testis, unsp descended or undescended",63187-130,
414,2020-03-29,Span,"Secret of NIMH, The",Infect/inflm reaction due to int fix of unsp site,16590-120,1802
523,2019-02-12,Flowdesk,In the City (En la ciudad),Other derangements of patella,24385-143,357 03
767,2018-04-22,Zoolab,Shrooms,"Inj msl/tnd lng flxr msl toe at ank/ft lev, unsp foot, subs",49288-0402,879-7305
444,2019-10-21,Duobam,Brothers in Trouble,"Oth fx unsp patella, subs for opn fx type I/2 w nonunion",47219-210,9021
218,2019-05-26,Zontrax,Undercover Brother,"Infection of amputation stump, left lower extremity",65044-2039,18480-000
774,2015-10-26,Pannier,Applause,"Fracture of unsp phalanx of right middle finger, sequela",0378-0084,
563,2017-06-12,Tin,Autumn Spring (Babí léto),"Laceration w fb of abd wall, l upr q w penet perit cav, subs",11673-486,
713,2019-02-28,Zontrax,American Adobo,"Explosion of explosive gases, sequela",29860-205,
153,2018-07-11,Subin,Fragile,"Sltr-haris Type III physl fx low end l femr, 7thK",0573-1999,25630
30,2016-09-03,Transcof,Madame Bovary,Benign neoplasm of tonsil,51655-127,
231,2017-12-18,Transcof,Meilleur espoir féminin,"Mech compl of internal left knee prosthesis, subs encntr",0409-2347,
98,2016-09-18,Subin,Folks!,Primary hypotony of left eye,68327-012,370 01
969,2016-08-04,Sonsing,"Wackiest Ship in the Army, The","Sltr-haris Type IV physl fx upr end humer, unsp arm, 7thG",51672-1330,
927,2019-12-18,Bitchip,NATO's Secret Armies (Gladio: L'esercito segreto della Nato),Corrosion of second degree of unspecified upper arm,0904-6007,L4K
96,2016-09-17,Tempsoft,Little Soldier (Lille soldat),"Complete traum amp of female external genital organs, subs",0517-5704,
638,2015-09-25,Treeflex,"Other Side of Midnight, The","Intrinsic cartilagenous obst of eustach tube, bilateral",52685-460,4874
140,2018-04-26,Alphazap,Black Caesar,"Displaced intertroch fx unsp femur, init for opn fx type I/2",0904-6053,
393,2015-03-15,Otcom,"Julia's Eyes (Ojos de Julia, Los)","Underdosing of coronary vasodilators, sequela",68196-476,
302,2019-12-25,Pannier,Dots,"Nondisp post arch fx 1st cervcal vert, 7thK",10702-052,3810-833
933,2015-07-26,Voltsillam,"Serpent's Egg, The (Schlangenei, Das)","Nondisp apophyseal fx l femur, subs for clos fx w routn heal",0409-5921,
804,2019-05-07,Matsoft,Abandon,"Corrosion of second degree of unspecified thigh, subs encntr",10914-550,168 74
667,2020-02-19,Bitchip,Trishna,"Prsn brd/alit from bus injured in collision w ped/anml, subs",47335-083,633008
814,2019-02-09,Overhold,"Princess and the Pirate, The","Nondisp fx of unsp ulna styloid pro, 7thJ",49349-910,5110
343,2017-05-15,Solarbreeze,Monsieur Batignole,"Displ transverse fx l patella, subs for clos fx w routn heal",55714-4511,26-631
528,2015-08-25,Bigtax,"Novena, The (La neuvaine)","Disp fx of shaft of third metacarpal bone, left hand",24236-231,3332
831,2017-07-16,Namfix,Mommie Dearest,Other fracture of upper and lower end of left fibula,17271-505,
218,2017-09-16,Stim,Sudden Fear,Meningococcal meningitis,64942-0634,676581
281,2015-12-04,Sub-Ex,Four Eyes and Six-Guns,"Osteitis condensans, upper arm",43269-750,18130-000
702,2019-03-27,Y-Solowarm,20th Century Boys - Chapter 1: Beginning of the End,"Burn of 3rd deg mu sites of right wrist and hand, init",68084-064,75879 CEDEX 18
451,2019-09-29,Regrant,The Emperor's Candlesticks,"Inj oth blood vessels at wrs/hnd lv of right arm, init",10157-9608,
718,2015-09-09,Solarbreeze,2:13,"Fatigue fx vert, lumbosacr region, subs for fx w delay heal",52125-146,06152
129,2015-06-21,Tin,Nadine,"Poisoning by tetracyclines, assault, initial encounter",37000-476,861-0133
228,2015-12-22,Rank,Synchromy,Other displaced fracture of lower end of left humerus,60429-748,2718
10,2017-11-18,Stronghold,Peep World,"Poisoning by antineopl and immunosup drugs, undet, init",63629-1463,99-140
867,2015-02-04,Prodder,Nightwatch,"Gestational edema, complicating childbirth",59779-366,51281
795,2018-08-13,Holdlamis,Pelle the Conqueror (Pelle erobreren),Helicopter fire injuring occupant,0093-7383,24081
55,2019-09-02,Ventosanzap,Band of the Hand,"Laceration of muscle, fascia and tendon at neck level",37808-471,1876
233,2017-04-13,Transcof,Rat Pfink a Boo Boo,"Poisoning by opium, assault",14783-049,
964,2018-12-14,Mat Lam Tam,Johnny Mnemonic,Erectile dysfunction following radical cystectomy,36987-2605,
341,2020-04-28,Holdlamis,Net Worth,"Poisoning by antipruritics, intentional self-harm, subs",54973-2925,
497,2019-03-14,Keylex,"Rescuers, The",Macrocephaly,43742-0338,
678,2017-09-08,Konklab,Empire of the Ants,"Oth meniscus derang, post horn of medial meniscus, unsp knee",10544-007,11809
387,2015-04-18,Sonsing,"Wrong Guy, The",Athscl native arteries of right leg w ulcer of unsp site,23021-001,
999,2016-08-12,Aerified,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De)","Unsp fx left femur, subs for opn fx type I/2 w delay heal",63868-960,
4,2015-04-22,Bamity,Battle for Haditha,Epidural hemorrhage w LOC w death due to oth causes bf consc,0093-9477,V1K
485,2017-04-18,Y-find,Special Forces (Forces spéciales),"Occup of 3-whl mv injured pick-up truck, pk-up/van in traf",55154-2881,
384,2017-11-09,Bytecard,Redwood Highway,"Underdosing of antirheumatics, not elsewhere classified",0228-3090,666-0137
940,2017-07-04,Subin,How to Steal a Million,Retained wood fragments,50458-091,
227,2016-04-04,Wrapsafe,Brutal Relax,Felty's syndrome,65862-199,15604
16,2017-03-14,Tres-Zap,"Color of Money, The",Dvrtclos of sm int w/o perforation or abscess w bleeding,54868-4276,671560
674,2016-07-08,Domainer,Made,"Inj unsp msl/tnd at ankle and foot level, unsp foot",36987-2064,4605-410
195,2020-03-31,Matsoft,Jet Pilot,"Enteropathic arthropathies, unspecified hip",67457-494,63-620
691,2016-11-12,Redhold,Across the Sea of Time,"Crushing injury of abdomen, lower back, and pelvis, subs",68788-9013,
925,2016-08-08,Voyatouch,"Capture of Bigfoot, The","Drown due to fall/jump fr crushed fishing boat, subs",54868-3327,92404 CEDEX
712,2019-09-17,Hatity,Sleepless in Seattle,"Nondisp fx of r tibial spin, 7thH",0378-0214,
41,2019-11-28,Alpha,Caine (Shark!),"Unsp disp fx of first cervcal vert, subs for fx w delay heal",76170-101,
611,2018-12-19,Quo Lux,The Lunchbox,"Displ spiral fx shaft of l femr, 7thJ",49349-230,3310
473,2015-03-23,Voyatouch,"First Wives Club, The","Path fx in neopltc dis, l ankle, subs for fx w routn heal",60429-272,
701,2015-12-11,Stim,30 Beats,Finding of alcohol in blood,52584-044,41029 CEDEX
105,2015-05-06,Bigtax,Crashing,"Unsp fracture of left acetabulum, init for clos fx",58852-000,2005
916,2017-12-01,Duobam,Happily Ever After (Ils se marièrent et eurent beaucoup d'enfants),"Nondisp fx of r radial styloid pro, 7thP",0172-3649,396614
87,2015-07-11,Home Ing,Mercenary for Justice,"Ulcerative colitis, unspecified with abscess",11822-0449,
359,2019-08-01,Flowdesk,Attack on Leningrad,"Intermittent monocular esotropia, left eye",41190-987,2840-466
568,2018-12-17,Tin,Criminal Justice,"Displ commnt fx right patella, subs for clos fx w malunion",0069-2260,
283,2019-05-31,Greenlam,Spider Lilies (Ci qing),Mechanical loosening of unsp internal prosthetic joint,49288-0614,10902
762,2020-09-20,Zontrax,Eating Raoul,"Burn of third degree of unspecified upper arm, init encntr",0054-4182,
184,2016-03-14,Konklab,Primeval,"Puncture wound w/o foreign body of left elbow, init encntr",11673-954,
724,2017-10-13,Asoka,"Karate Kid, The","Driver of hv veh injured in clsn w ped/anml in traf, init",0069-0080,
602,2019-10-15,Tampflex,Nokas,Oth rheumatoid arthritis with rheumatoid factor of right hip,35356-046,
539,2019-04-11,Solarbreeze,Man's Castle,"Milt op w dest arcrft due to enmy fire/expls, milt, subs",47593-462,
370,2018-06-12,Aerified,Two Ninas,"Bent bone of unsp radius, subs for clos fx w malunion",76074-132,ZBG
548,2020-08-02,Prodder,Zapped!,"Pedl cyc driver injured in clsn w unsp mv nontraf, sequela",36987-2113,
200,2018-10-23,Sonair,They,"Breakdown of implnt elec nstim of prph nrv lead, sequela",0078-0440,
955,2017-01-17,Tresom,Dark Forces (Harlequin),"Sedative, hypnotic or anxiolytic dependence with withdrawal",49288-0158,G9T
117,2019-07-12,Hatity,Camelot,"Nondisplaced oblique fracture of shaft of right radius, init",59779-093,768 02
567,2016-11-25,Gembucket,Jackass 3D,Calculus of GB w acute and chronic cholecyst w obstruction,0121-0638,586 63
840,2015-03-16,Fintone,Noah,"Age-rel osteopor w current path fx, unsp low leg, sequela",68084-804,
995,2016-09-21,Home Ing,Moomins on the Riviera (Muumit Rivieralla),"Unspecified superficial injury of ankle, foot and toe",52904-486,
542,2018-07-30,Gembucket,Kitty Foyle,"Complete traumatic amputation of one right lesser toe, init",63629-1518,462 36
950,2017-10-25,Zaam-Dox,What's Your Number?,Adverse effect of antimalari/drugs acting on bld protzoa,0527-1552,
625,2015-08-21,Opela,"Private Lives of Pippa Lee, The","Placentitis, second trimester, other fetus",63629-1318,
282,2015-03-07,Zamit,Eyes of the Mothman,"Puncture wound without foreign body, unsp hip, init encntr",64606-100,
558,2018-02-17,Flexidy,Daughters of Dolma,Malignant pleural effusion,76282-239,762008
941,2018-10-12,Y-Solowarm,Familia,Anomalous portal venous connection,63629-3859,
801,2017-10-29,Keylex,Splice,"Toxic effect of corrosive acids and acid-like substnc, acc",59779-351,3520-031
359,2015-07-23,Toughjoyfax,"Electric Horseman, The","Traum rupt of palmar ligmt of l idx fngr at MCP/IP jt, subs",49781-060,35920-000
286,2019-01-30,Hatity,35 and Ticking,Oth soft tissue disorders related to use/pressure of hand,55910-225,
116,2019-04-21,Otcom,To Mars by A-Bomb: The Secret History of Project Orion,"Crushing injury of left great toe, sequela",67877-105,
820,2017-10-31,Lotstring,Even Money,Major laceration of liver,42657-111,
919,2018-10-29,Wrapsafe,"Croods, The",Other superficial bite of elbow,13537-120,
97,2019-10-15,Zoolab,Second Skin (Segunda Piel),Displaced avulsion fracture (chip fracture) of right talus,67172-016,54950
166,2016-11-17,Veribet,Labyrinth,"Poisoning by macrolides, undetermined, sequela",36800-299,174442
536,2020-04-29,Tempsoft,Begone Dull Care,"Anterior spinal artery comprsn syndromes, thoracolum region",10544-001,468 46
650,2019-01-08,Redhold,Carriage to Vienna,"Poisoning by oth antipsychot/neurolept, accidental, sequela",50436-0262,
603,2020-08-08,Matsoft,Kai Po Che!,"Rheumatoid arthritis without rheumatoid factor, right hand",43742-0162,9104
601,2017-05-25,Temp,Wrong Turn 4,"Unspecified injury of uterus, sequela",58232-0025,96799
196,2017-04-06,Holdlamis,Wrestling Ernest Hemingway,"Terorsm w explosn of marine weapons, terrorist injured, init",64760-033,
650,2016-08-17,Opela,Police Story (Ging chaat goo si),Injury of splenic vein,0363-0047,
823,2019-03-13,Tin,"Farewell to Arms, A","Keratomalacia, bilateral",49520-501,1682
767,2019-07-15,Stim,"American President, The",Newborn affected by other maternal comp of pregnancy,0115-8211,08104
922,2016-05-07,Tres-Zap,Six-String Samurai,"Poisoning by 4-Aminophenol derivatives, accidental, subs",68645-447,
484,2019-02-04,Ronstring,"Young and the Damned, The (Olvidados, Los)",Other specified diseases of pericardium,68788-0186,396458
142,2016-08-12,Domainer,Die,"Disloc of MC (bone), proximal end of unsp hand, sequela",52410-6141,01154 CEDEX
736,2016-10-22,Lotlux,Videodrome,"Other mucopurulent conjunctivitis, unspecified eye",54473-255,
822,2016-05-03,Y-Solowarm,Kabei: Our Mother (Kâbê),"Gout due to renal impairment, elbow",13734-023,806 43
65,2017-05-24,Holdlamis,Sideways,Unspecified fracture of second thoracic vertebra,62541-201,90480
874,2015-03-01,Domainer,Tears of the Sun,"Legal intervention involving bayonet, bystander injured",46708-088,95973
68,2016-03-20,Y-Solowarm,Whisky Galore,"Unspecified injury of left kidney, sequela",0409-7517,20249
588,2020-06-24,Stronghold,It Could Happen to You,Subluxation and dislocation of unsp parts of shoulder girdle,61722-206,6419
70,2017-03-20,Otcom,Greenfingers,"Unspecified B-cell lymphoma, intrapelvic lymph nodes",68151-0526,231 91
98,2019-04-26,Pannier,Road to Zanzibar,Struck by other fish,27808-057,5041
694,2019-10-08,Vagram,"Muppet Family Christmas, A","Unsp superficial injury of right great toe, subs encntr",68084-007,79240-000
328,2017-09-23,Hatity,"Man Who Haunted Himself, The","Gastr contents in resp tract, part unsp cause asphyx, sqla",51885-8130,
738,2019-10-14,Sonair,"Nightmare on Elm Street 3: Dream Warriors, A","Nondisp fx of med condyle of l femr, 7thG",10337-803,3565
163,2018-07-20,Konklab,Molokai (Molokai: The Story of Father Damien),"Kearns-Sayre syndrome, unspecified eye",63148-261,
187,2018-09-14,Konklab,"Same River Twice, The","Sprain of unspecified ligament of left ankle, subs encntr",62011-0239,
456,2015-10-27,Solarbreeze,Dr. Akagi (Kanzo sensei),"War operations involving unsp dest arcrft, milt",0187-0054,
389,2017-03-27,Veribet,Manhunt,Athscl native arteries of extremities w intermittent claud,51079-441,
707,2015-01-04,Ventosanzap,"10th Victim, The (La decima vittima)","Other accident with wheelchair (powered), subs encntr",13537-350,
842,2020-04-24,Bamity,State of Siege (État de siège),Other fracture of head and neck of left femur,62011-0198,
597,2016-10-01,Fixflex,"Last Run, The","Pnctr w/o fb of right great toe w/o damage to nail, init",24236-657,4362
949,2019-09-01,Zontrax,"Mountain, The","Poisoning by hydantoin derivatives, self-harm, init",0527-1742,8416
577,2019-03-11,Solarbreeze,Italianamerican,"Oth traum displ spondylolysis of 2nd cervcal vert, 7thD",30142-517,20508
408,2016-10-22,Duobam,Mezzo Forte,"Type 1 diab w prolif diab rtnop w trctn dtch macula, r eye",64141-010,67-415
127,2019-04-28,Job,Jesse Stone: Death in Paradise,"Exposure of other implanted mesh into organ or tissue, init",66116-402,239 35
37,2020-05-17,Veribet,Demon Seed,"Oth fx lower end of unsp femur, subs for clos fx w malunion",0135-0246,
954,2019-07-10,It,"Mooring, The","Open bite of scalp, subsequent encounter",65517-1011,
341,2016-08-04,Overhold,Patch Adams,"Injury of digital nerve of right little finger, sequela",23155-186,
903,2016-06-19,Biodex,Welcome to the Rileys,"Weeks of gestation of pregnancy, weeks 30-39",55111-188,366134
546,2017-08-21,Cookley,Carlito's Way,"War op w acc deton onboard marine weapons, civilian, subs",68703-030,
474,2015-11-05,Tres-Zap,Panther,"Nondisp fx of medial malleolus of right tibia, init",36987-1045,3950
199,2016-07-17,Pannier,Sunnyside,"Delayed hemolytic transfs react, unsp incompat, sequela",55154-6923,
657,2019-07-01,Flexidy,"Creeping Flesh, The","Oth intentional self-harm by drown, sequela",59762-3060,1111
46,2018-09-21,Y-find,Submarine X-1,"Post-traumatic osteoarthritis, left hand",43742-0458,
338,2018-09-27,Zontrax,Short Circuit,Other and unspecified fall on same level,0713-0632,
230,2019-07-22,Aerified,My Rainy Days,"Disp fx of shaft of 4th MC bone, r hand, 7thK",21695-636,
654,2020-12-19,Zathin,Batman Beyond: Return of the Joker,"Nondisp fx of nk of 2nd MC bone, r hand, 7thK",60905-0403,63000-000
952,2016-10-07,Alpha,Daria: Is It Fall Yet?,Injury of axillary nerve,56062-213,79031 CEDEX 9
834,2015-10-06,Bamity,North Face (Nordwand),"Type I occipital condyle fracture, right side, 7thB",0268-0900,
337,2017-08-17,Home Ing,Copycat,"Band keratopathy, unspecified eye",68084-606,3351
966,2017-11-02,Quo Lux,Evidence ,"Displ spiral fx shaft of rad, l arm, 7thG",55154-3678,
664,2018-10-12,Bitwolf,Cheerful Weather for the Wedding,"Rheumatoid nodule, unspecified shoulder",52584-626,T1W
263,2016-11-05,Zaam-Dox,Wilde,Slip/trip w/o falling due to step from one level to another,10356-802,
330,2016-04-10,Bamity,New York in the 50's,"Anterior cord syndrome at T11-T12, init",0115-1476,5400-339
19,2019-03-01,Kanlam,"Seventh Cross, The","Galeazzi's fx r radius, subs for opn fx type I/2 w nonunion",48951-7093,356401
484,2017-01-01,Home Ing,Zombie Apocalypse,"Contusion of right front wall of thorax, sequela",55154-1814,
167,2019-07-31,Sub-Ex,Children of the Corn,"Nondisp comminuted fracture of shaft of right tibia, init",56062-701,
406,2017-05-18,Cardify,Lucy,"Unsp open wound of right ring finger w damage to nail, init",50436-6334,72204
648,2016-01-29,It,Shaolin Temple 2: Kids from Shaolin (Shao Lin xiao zi) (Kids from Shaolin),"Toxic effect of unsp substance, intentional self-harm, init",68084-016,154667
838,2017-12-19,Trippledex,"Night of the Generals, The",Major laceration of left innominate or subclavian vein,54868-4386,63121
773,2019-11-04,Konklux,"Electra, My Love (Szerelmem, Elektra)","Adverse effect of methadone, sequela",61722-091,SN1
953,2018-05-26,Tempsoft,Third Star,"Occup of sp off-rd mv injured in nontraffic accident, init",58160-809,L9J
316,2018-02-27,Sonsing,Cat Chaser,"Occup of hv veh inj in clsn w statnry object in traf, init",56104-024,99-140
682,2018-05-04,Stringtough,Fort Bliss,"Unspecified subluxation of unspecified toe(s), subs encntr",51389-108,4515
316,2016-07-02,Overhold,"Back to the Garden, Flower Power Comes Full Circle","Struck by other nonvenomous reptiles, subsequent encounter",11509-0381,15561
544,2019-07-04,Greenlam,Pardon Us,"Ultralt/microlt/pwr-glider fire injuring occupant, init",54868-5297,
372,2020-10-22,Bitchip,Coherence,"Osteolysis, hand",0115-1121,083087
263,2020-05-23,Flexidy,Charlie Chan in Dangerous Money,"Hemarthrosis, unspecified foot",21130-519,45300-000
285,2020-11-24,Biodex,Taking Lives,Mastodynia,13107-058,9545-214
387,2019-05-13,Cardify,"Little Princess, The","Unsp disp fx of surg neck of l humer, subs for fx w malunion",68428-040,
401,2018-06-04,Flexidy,Madigan,"Burn of third degree of nose (septum), initial encounter",0869-0667,07139 CEDEX
603,2017-07-30,Temp,The Wedding Ringer,"Chronic allergic otitis media, unspecified ear",17089-235,
441,2020-04-13,Fintone,Invincible,"Lacerat less saphenous at lower leg level, right leg, subs",62670-4815,59100
280,2016-08-13,Greenlam,High Road to China,"Contact with other hot household appliances, init encntr",0071-3740,052828
636,2020-12-30,Latlux,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Superficial foreign body of unsp shoulder, init encntr",63323-259,
545,2017-07-29,Bamity,"Danger! 50,000 Zombies","Superficial foreign body of right shoulder, subs encntr",49288-0916,7461
957,2018-10-17,Bigtax,Gamer,Xeroderma of eyelid,0268-1525,924-0007
13,2015-10-01,Prodder,Kill Your Darlings,"Unspecified injury of left vertebral artery, init encntr",49288-0068,
969,2017-07-01,Zontrax,"Year and a Half in the Life of Metallica, A","Blister (nonthermal) of unsp part of head, init encntr",68180-115,
79,2018-05-06,Stronghold,Mammoth (Mammut),"Drown due to being washed ovrbrd from pasngr ship, sequela",66715-9827,
283,2016-11-30,Holdlamis,In Order Not to Be Here,"Crushing injury of left knee, subsequent encounter",36987-1353,084047
241,2020-12-14,Alphazap,15 Minutes,"Unstable burst fx first cervcal vertebra, init for opn fx",50436-3959,520-0804
709,2019-05-30,Sonsing,2012: Time for Change,"Drvr of pk-up/van inj in clsn w statnry object nontraf, subs",64764-994,2630-115
228,2015-10-01,Redhold,Superpower,Hemiplga fol oth cerebvasc disease aff right dominant side,0268-0629,
493,2015-07-07,Domainer,L'enfance nue (Naked Childhood),"Superficial foreign body of lip, sequela",63874-607,
678,2015-12-07,Hatity,Escaflowne: The Movie (Escaflowne),Gonococcal brain abscess,43353-050,
610,2020-02-24,Job,"Bottom of the Sea, The (El fondo del mar)",Corporo-venous occlusive erectile dysfunction,54868-6019,66120
649,2015-04-02,Temp,Thoroughbreds Don't Cry,Other mechanical complication of urinary catheter,43275-190,
986,2015-01-09,Zontrax,"Greatest Game Ever Played, The","Unsp injury of unsp intra-abdominal organ, init encntr",0555-0634,
283,2017-07-05,Biodex,Main Prem Ki Diwani Hoon,Pneumonia due to Mycoplasma pneumoniae,63940-915,70533
393,2018-09-19,Tres-Zap,To Faro (Mein Freund aus Faro),"Burn of cornea and conjunctival sac, left eye, subs encntr",52125-321,N3E
506,2017-05-14,Aerified,Missionary,"Underdosing of aminoglycosides, sequela",55154-4788,7000
678,2017-02-15,Y-Solowarm,"Unsuspected, The","Fracture of orbital floor, right side, 7thD",11822-8787,6525
902,2017-06-16,Span,Payment Deferred,"Unsp opn wnd r frnt wl of thorax w/o penet thor cavity, subs",0113-0949,
938,2019-12-10,Hatity,High Sierra,"Unsp physl fx low end humer, unsp arm, 7thG",56062-188,50762
517,2017-03-15,Ronstring,Dragon Ball: The Curse Of The Blood Rubies (Doragon bôru: Shenron no densetsu),Drowning and submersion due to fall off canoe or kayak,63550-811,
315,2018-11-17,Bigtax,The Fearmakers,"Unsp fx upr end unsp ulna, 7thM",52536-253,
542,2017-09-11,Sonsing,Dating Games People Play,Ventricular premature depolarization,59535-9201,
905,2015-07-14,Mat Lam Tam,Across the Sea of Time,"Oth fx lower end of l tibia, subs for clos fx w delay heal",55312-468,
386,2018-06-28,Job,"Man Called Adam, A","Fibrous dysplasia (monostotic), left forearm",56149-001,633260
191,2015-02-16,Treeflex,Claustrofobia,Concentric sclerosis [Balo] of central nervous system,52584-414,
793,2020-06-27,Sonair,April Love,"Acantholytic disorder, unspecified",54868-4656,6131
596,2016-02-10,Transcof,God Is the Bigger Elvis,"Underdosing of other hormone antagonists, subs encntr",0268-1094,399260
875,2020-05-30,Bamity,"Happy, Happy (Sykt lykkelig)","Contus/lac left cerebrum w LOC of unsp duration, subs",50436-4633,
354,2016-06-17,Lotstring,Murder by Proxy: How America Went Postal,"Spontaneous rupture of extensor tendons, lower leg",49348-301,6405
323,2017-10-06,Aerified,Sleeping with the Enemy,"Rheumatoid bursitis, hip",57237-080,
654,2018-12-21,Tin,"Ape, The (Apan)",Hereditary deficiency of other clotting factors,50436-0107,91406
753,2015-06-23,Tampflex,Bill Hicks: Sane Man,"Burn of second degree of left foot, sequela",68084-505,143020
393,2020-02-23,Bamity,Necessary Roughness,"Alcohol use complicating pregnancy, second trimester",41250-700,
300,2016-04-17,Fintone,Pretty Sweet,"Major lacerat branches of celiac and mesent art, sequela",63868-189,
239,2020-05-15,Job,BloodRayne,"Burn 1st deg mult sites of left lower limb, ex ank/ft, init",62257-856,
411,2017-04-17,Greenlam,"Eye Above the Well, The (Het oog boven de put)","Disease of biliary tract, unspecified",65044-1082,
363,2015-08-21,Tempsoft,Lake Placid,Other and unspecified dermatitis,62756-538,95761 CEDEX 1
